date,time,origin,destination,ridership
2025-08-09,14:00,JB Sentral,Woodlands CIQ,323
2025-08-09,15:00,JB Sentral,Woodlands CIQ,326
2025-08-09,15:00,Woodlands CIQ,JB Sentral,320
2025-08-09,16:00,JB Sentral,Woodlands CIQ,322
2025-08-09,16:00,Woodlands CIQ,JB Sentral,322
2025-08-09,17:00,JB Sentral,Woodlands CIQ,320
2025-08-09,17:00,Woodlands CIQ,JB Sentral,320
2025-08-09,18:00,Woodlands CIQ,JB Sentral,322
2025-08-09,19:00,JB Sentral,Woodlands CIQ,325
2025-08-09,20:00,JB Sentral,Woodlands CIQ,322
2025-08-09,20:00,Woodlands CIQ,JB Sentral,273
2025-08-09,21:00,JB Sentral,Woodlands CIQ,322
2025-08-09,21:00,Woodlands CIQ,JB Sentral,196
2025-08-09,22:00,JB Sentral,Woodlands CIQ,320
2025-08-09,22:00,Woodlands CIQ,JB Sentral,250
2025-08-09,23:00,Woodlands CIQ,JB Sentral,156
2025-08-10,05:00,JB Sentral,Woodlands CIQ,115
2025-08-10,06:00,JB Sentral,Woodlands CIQ,147
2025-08-10,07:00,JB Sentral,Woodlands CIQ,463
2025-08-10,08:00,JB Sentral,Woodlands CIQ,322
2025-08-10,08:00,Woodlands CIQ,JB Sentral,314
2025-08-10,09:00,Woodlands CIQ,JB Sentral,324
2025-08-10,10:00,JB Sentral,Woodlands CIQ,328
2025-08-10,11:00,JB Sentral,Woodlands CIQ,319
2025-08-10,11:00,Woodlands CIQ,JB Sentral,324
2025-08-10,12:00,JB Sentral,Woodlands CIQ,320
2025-08-10,12:00,Woodlands CIQ,JB Sentral,321
2025-08-10,13:00,Woodlands CIQ,JB Sentral,326
2025-08-10,14:00,JB Sentral,Woodlands CIQ,318
2025-08-10,15:00,JB Sentral,Woodlands CIQ,318
2025-08-10,15:00,Woodlands CIQ,JB Sentral,326
2025-08-10,16:00,JB Sentral,Woodlands CIQ,319
2025-08-10,16:00,Woodlands CIQ,JB Sentral,247
2025-08-10,17:00,JB Sentral,Woodlands CIQ,319
2025-08-10,17:00,Woodlands CIQ,JB Sentral,159
2025-08-10,18:00,Woodlands CIQ,JB Sentral,113
2025-08-10,19:00,JB Sentral,Woodlands CIQ,314
2025-08-10,20:00,JB Sentral,Woodlands CIQ,322
2025-08-10,20:00,Woodlands CIQ,JB Sentral,97
2025-08-10,21:00,JB Sentral,Woodlands CIQ,320
2025-08-10,21:00,Woodlands CIQ,JB Sentral,122
2025-08-10,22:00,JB Sentral,Woodlands CIQ,320
2025-08-10,22:00,Woodlands CIQ,JB Sentral,102
2025-08-10,23:00,Woodlands CIQ,JB Sentral,28
2025-08-11,05:00,JB Sentral,Woodlands CIQ,640
2025-08-11,06:00,JB Sentral,Woodlands CIQ,640
2025-08-11,07:00,JB Sentral,Woodlands CIQ,637
2025-08-11,08:00,JB Sentral,Woodlands CIQ,321
2025-08-11,08:00,Woodlands CIQ,JB Sentral,320
2025-08-11,09:00,Woodlands CIQ,JB Sentral,321
2025-08-11,10:00,JB Sentral,Woodlands CIQ,321
2025-08-11,11:00,JB Sentral,Woodlands CIQ,322
2025-08-11,11:00,Woodlands CIQ,JB Sentral,322
2025-08-11,12:00,JB Sentral,Woodlands CIQ,327
2025-08-11,12:00,Woodlands CIQ,JB Sentral,323
2025-08-11,13:00,Woodlands CIQ,JB Sentral,324
2025-08-11,15:00,JB Sentral,Woodlands CIQ,321
2025-08-11,16:00,JB Sentral,Woodlands CIQ,317
2025-08-11,16:00,Woodlands CIQ,JB Sentral,125
2025-08-11,17:00,JB Sentral,Woodlands CIQ,320
2025-08-11,17:00,Woodlands CIQ,JB Sentral,122
2025-08-11,18:00,Woodlands CIQ,JB Sentral,322
2025-08-11,19:00,JB Sentral,Woodlands CIQ,320
2025-08-11,20:00,JB Sentral,Woodlands CIQ,316
2025-08-11,20:00,Woodlands CIQ,JB Sentral,320
2025-08-11,21:00,JB Sentral,Woodlands CIQ,318
2025-08-11,21:00,Woodlands CIQ,JB Sentral,176
2025-08-11,22:00,JB Sentral,Woodlands CIQ,312
2025-08-11,22:00,Woodlands CIQ,JB Sentral,94
2025-08-11,23:00,Woodlands CIQ,JB Sentral,43
2025-08-12,05:00,JB Sentral,Woodlands CIQ,640
2025-08-12,06:00,JB Sentral,Woodlands CIQ,640
2025-08-12,07:00,JB Sentral,Woodlands CIQ,640
2025-08-12,08:00,JB Sentral,Woodlands CIQ,320
2025-08-12,08:00,Woodlands CIQ,JB Sentral,320
2025-08-12,09:00,Woodlands CIQ,JB Sentral,320
2025-08-12,10:00,JB Sentral,Woodlands CIQ,322
2025-08-12,11:00,JB Sentral,Woodlands CIQ,321
2025-08-12,11:00,Woodlands CIQ,JB Sentral,321
2025-08-12,12:00,JB Sentral,Woodlands CIQ,267
2025-08-12,12:00,Woodlands CIQ,JB Sentral,321
2025-08-12,13:00,Woodlands CIQ,JB Sentral,231
2025-08-12,14:00,JB Sentral,Woodlands CIQ,327
2025-08-12,15:00,JB Sentral,Woodlands CIQ,324
2025-08-12,15:00,Woodlands CIQ,JB Sentral,145
2025-08-12,16:00,JB Sentral,Woodlands CIQ,324
2025-08-12,16:00,Woodlands CIQ,JB Sentral,185
2025-08-12,17:00,JB Sentral,Woodlands CIQ,326
2025-08-12,17:00,Woodlands CIQ,JB Sentral,222
2025-08-12,18:00,Woodlands CIQ,JB Sentral,316
2025-08-12,19:00,JB Sentral,Woodlands CIQ,316
2025-08-12,20:00,JB Sentral,Woodlands CIQ,317
2025-08-12,20:00,Woodlands CIQ,JB Sentral,322
2025-08-12,21:00,JB Sentral,Woodlands CIQ,320
2025-08-12,21:00,Woodlands CIQ,JB Sentral,250
2025-08-12,22:00,JB Sentral,Woodlands CIQ,312
2025-08-12,22:00,Woodlands CIQ,JB Sentral,148
2025-08-12,23:00,Woodlands CIQ,JB Sentral,54
2025-08-13,05:00,JB Sentral,Woodlands CIQ,640
2025-08-13,06:00,JB Sentral,Woodlands CIQ,639
2025-08-13,07:00,JB Sentral,Woodlands CIQ,638
2025-08-13,08:00,JB Sentral,Woodlands CIQ,321
2025-08-13,08:00,Woodlands CIQ,JB Sentral,320
2025-08-13,09:00,Woodlands CIQ,JB Sentral,323
2025-08-13,10:00,JB Sentral,Woodlands CIQ,323
2025-08-13,11:00,JB Sentral,Woodlands CIQ,251
2025-08-13,11:00,Woodlands CIQ,JB Sentral,324
2025-08-13,12:00,JB Sentral,Woodlands CIQ,237
2025-08-13,12:00,Woodlands CIQ,JB Sentral,324
2025-08-13,13:00,Woodlands CIQ,JB Sentral,327
2025-08-13,14:00,JB Sentral,Woodlands CIQ,277
2025-08-13,15:00,JB Sentral,Woodlands CIQ,324
2025-08-13,15:00,Woodlands CIQ,JB Sentral,107
2025-08-13,16:00,JB Sentral,Woodlands CIQ,322
2025-08-13,16:00,Woodlands CIQ,JB Sentral,121
2025-08-13,17:00,JB Sentral,Woodlands CIQ,319
2025-08-13,17:00,Woodlands CIQ,JB Sentral,208
2025-08-13,18:00,Woodlands CIQ,JB Sentral,316
2025-08-13,19:00,JB Sentral,Woodlands CIQ,315
2025-08-13,20:00,JB Sentral,Woodlands CIQ,319
2025-08-13,20:00,Woodlands CIQ,JB Sentral,321
2025-08-13,21:00,JB Sentral,Woodlands CIQ,322
2025-08-13,21:00,Woodlands CIQ,JB Sentral,320
2025-08-13,22:00,JB Sentral,Woodlands CIQ,321
2025-08-13,22:00,Woodlands CIQ,JB Sentral,194
2025-08-13,23:00,Woodlands CIQ,JB Sentral,50
2025-08-14,05:00,JB Sentral,Woodlands CIQ,640
2025-08-14,06:00,JB Sentral,Woodlands CIQ,640
2025-08-14,07:00,JB Sentral,Woodlands CIQ,640
2025-08-14,08:00,JB Sentral,Woodlands CIQ,320
2025-08-14,08:00,Woodlands CIQ,JB Sentral,322
2025-08-14,09:00,Woodlands CIQ,JB Sentral,321
2025-08-14,11:00,JB Sentral,Woodlands CIQ,322
2025-08-14,12:00,JB Sentral,Woodlands CIQ,232
2025-08-14,12:00,Woodlands CIQ,JB Sentral,326
2025-08-14,13:00,Woodlands CIQ,JB Sentral,327
2025-08-14,14:00,JB Sentral,Woodlands CIQ,327
2025-08-14,15:00,JB Sentral,Woodlands CIQ,327
2025-08-14,15:00,Woodlands CIQ,JB Sentral,265
2025-08-14,16:00,JB Sentral,Woodlands CIQ,324
2025-08-14,16:00,Woodlands CIQ,JB Sentral,135
2025-08-14,17:00,JB Sentral,Woodlands CIQ,323
2025-08-14,17:00,Woodlands CIQ,JB Sentral,324
2025-08-14,18:00,Woodlands CIQ,JB Sentral,320
2025-08-14,19:00,JB Sentral,Woodlands CIQ,324
2025-08-14,20:00,JB Sentral,Woodlands CIQ,321
2025-08-14,20:00,Woodlands CIQ,JB Sentral,320
2025-08-14,21:00,JB Sentral,Woodlands CIQ,322
2025-08-14,21:00,Woodlands CIQ,JB Sentral,322
2025-08-14,22:00,JB Sentral,Woodlands CIQ,271
2025-08-14,22:00,Woodlands CIQ,JB Sentral,321
2025-08-14,23:00,Woodlands CIQ,JB Sentral,81
2025-08-15,05:00,JB Sentral,Woodlands CIQ,640
2025-08-15,06:00,JB Sentral,Woodlands CIQ,640
2025-08-15,07:00,JB Sentral,Woodlands CIQ,640
2025-08-15,08:00,JB Sentral,Woodlands CIQ,320
2025-08-15,08:00,Woodlands CIQ,JB Sentral,322
2025-08-15,09:00,Woodlands CIQ,JB Sentral,322
2025-08-15,10:00,JB Sentral,Woodlands CIQ,273
2025-08-15,11:00,JB Sentral,Woodlands CIQ,197
2025-08-15,11:00,Woodlands CIQ,JB Sentral,321
2025-08-15,12:00,JB Sentral,Woodlands CIQ,147
2025-08-15,12:00,Woodlands CIQ,JB Sentral,321
2025-08-15,13:00,Woodlands CIQ,JB Sentral,323
2025-08-15,14:00,JB Sentral,Woodlands CIQ,219
2025-08-15,15:00,JB Sentral,Woodlands CIQ,328
2025-08-15,15:00,Woodlands CIQ,JB Sentral,323
2025-08-15,16:00,JB Sentral,Woodlands CIQ,320
2025-08-15,16:00,Woodlands CIQ,JB Sentral,322
2025-08-15,17:00,JB Sentral,Woodlands CIQ,320
2025-08-15,17:00,Woodlands CIQ,JB Sentral,323
2025-08-15,18:00,Woodlands CIQ,JB Sentral,321
2025-08-15,19:00,JB Sentral,Woodlands CIQ,320
2025-08-15,20:00,JB Sentral,Woodlands CIQ,321
2025-08-15,20:00,Woodlands CIQ,JB Sentral,320
2025-08-15,21:00,JB Sentral,Woodlands CIQ,320
2025-08-15,21:00,Woodlands CIQ,JB Sentral,322
2025-08-15,22:00,JB Sentral,Woodlands CIQ,320
2025-08-15,22:00,Woodlands CIQ,JB Sentral,321
2025-08-15,23:00,Woodlands CIQ,JB Sentral,320
2025-08-16,05:00,JB Sentral,Woodlands CIQ,183
2025-08-16,06:00,JB Sentral,Woodlands CIQ,337
2025-08-16,07:00,JB Sentral,Woodlands CIQ,508
2025-08-16,08:00,JB Sentral,Woodlands CIQ,321
2025-08-16,08:00,Woodlands CIQ,JB Sentral,323
2025-08-16,09:00,Woodlands CIQ,JB Sentral,322
2025-08-16,10:00,JB Sentral,Woodlands CIQ,323
2025-08-16,11:00,JB Sentral,Woodlands CIQ,286
2025-08-16,11:00,Woodlands CIQ,JB Sentral,328
2025-08-16,12:00,JB Sentral,Woodlands CIQ,325
2025-08-16,12:00,Woodlands CIQ,JB Sentral,319
2025-08-16,13:00,Woodlands CIQ,JB Sentral,320
2025-08-16,14:00,JB Sentral,Woodlands CIQ,325
2025-08-16,15:00,JB Sentral,Woodlands CIQ,322
2025-08-16,15:00,Woodlands CIQ,JB Sentral,324
2025-08-16,16:00,JB Sentral,Woodlands CIQ,325
2025-08-16,16:00,Woodlands CIQ,JB Sentral,322
2025-08-16,17:00,JB Sentral,Woodlands CIQ,318
2025-08-16,17:00,Woodlands CIQ,JB Sentral,324
2025-08-16,18:00,Woodlands CIQ,JB Sentral,322
2025-08-16,19:00,JB Sentral,Woodlands CIQ,320
2025-08-16,20:00,JB Sentral,Woodlands CIQ,321
2025-08-16,20:00,Woodlands CIQ,JB Sentral,244
2025-08-16,21:00,JB Sentral,Woodlands CIQ,320
2025-08-16,21:00,Woodlands CIQ,JB Sentral,210
2025-08-16,22:00,JB Sentral,Woodlands CIQ,320
2025-08-16,22:00,Woodlands CIQ,JB Sentral,258
2025-08-16,23:00,Woodlands CIQ,JB Sentral,100
2025-08-17,05:00,JB Sentral,Woodlands CIQ,118
2025-08-17,06:00,JB Sentral,Woodlands CIQ,166
2025-08-17,07:00,JB Sentral,Woodlands CIQ,403
2025-08-17,08:00,JB Sentral,Woodlands CIQ,324
2025-08-17,08:00,Woodlands CIQ,JB Sentral,320
2025-08-17,09:00,Woodlands CIQ,JB Sentral,323
2025-08-17,10:00,JB Sentral,Woodlands CIQ,326
2025-08-17,11:00,JB Sentral,Woodlands CIQ,326
2025-08-17,11:00,Woodlands CIQ,JB Sentral,323
2025-08-17,12:00,JB Sentral,Woodlands CIQ,321
2025-08-17,12:00,Woodlands CIQ,JB Sentral,323
2025-08-17,13:00,Woodlands CIQ,JB Sentral,325
2025-08-17,14:00,JB Sentral,Woodlands CIQ,322
2025-08-17,15:00,JB Sentral,Woodlands CIQ,321
2025-08-17,15:00,Woodlands CIQ,JB Sentral,214
2025-08-17,16:00,JB Sentral,Woodlands CIQ,321
2025-08-17,16:00,Woodlands CIQ,JB Sentral,178
2025-08-17,17:00,JB Sentral,Woodlands CIQ,323
2025-08-17,17:00,Woodlands CIQ,JB Sentral,163
2025-08-17,18:00,Woodlands CIQ,JB Sentral,170
2025-08-17,19:00,JB Sentral,Woodlands CIQ,322
2025-08-17,20:00,JB Sentral,Woodlands CIQ,320
2025-08-17,20:00,Woodlands CIQ,JB Sentral,109
2025-08-17,21:00,JB Sentral,Woodlands CIQ,320
2025-08-17,21:00,Woodlands CIQ,JB Sentral,89
2025-08-17,22:00,JB Sentral,Woodlands CIQ,317
2025-08-17,22:00,Woodlands CIQ,JB Sentral,105
2025-08-17,23:00,Woodlands CIQ,JB Sentral,47
2025-08-18,05:00,JB Sentral,Woodlands CIQ,640
2025-08-18,06:00,JB Sentral,Woodlands CIQ,639
2025-08-18,07:00,JB Sentral,Woodlands CIQ,640
2025-08-18,08:00,JB Sentral,Woodlands CIQ,320
2025-08-18,08:00,Woodlands CIQ,JB Sentral,321
2025-08-18,09:00,Woodlands CIQ,JB Sentral,320
2025-08-18,10:00,JB Sentral,Woodlands CIQ,320
2025-08-18,11:00,JB Sentral,Woodlands CIQ,272
2025-08-18,11:00,Woodlands CIQ,JB Sentral,325
2025-08-18,12:00,JB Sentral,Woodlands CIQ,277
2025-08-18,12:00,Woodlands CIQ,JB Sentral,322
2025-08-18,13:00,Woodlands CIQ,JB Sentral,199
2025-08-18,14:00,JB Sentral,Woodlands CIQ,325
2025-08-18,15:00,JB Sentral,Woodlands CIQ,327
2025-08-18,15:00,Woodlands CIQ,JB Sentral,101
2025-08-18,16:00,JB Sentral,Woodlands CIQ,325
2025-08-18,16:00,Woodlands CIQ,JB Sentral,106
2025-08-18,17:00,JB Sentral,Woodlands CIQ,323
2025-08-18,17:00,Woodlands CIQ,JB Sentral,176
2025-08-18,18:00,Woodlands CIQ,JB Sentral,315
2025-08-18,19:00,JB Sentral,Woodlands CIQ,322
2025-08-18,20:00,JB Sentral,Woodlands CIQ,318
2025-08-18,20:00,Woodlands CIQ,JB Sentral,320
2025-08-18,21:00,JB Sentral,Woodlands CIQ,320
2025-08-18,21:00,Woodlands CIQ,JB Sentral,211
2025-08-18,22:00,JB Sentral,Woodlands CIQ,320
2025-08-18,22:00,Woodlands CIQ,JB Sentral,134
2025-08-18,23:00,Woodlands CIQ,JB Sentral,48
2025-08-19,05:00,JB Sentral,Woodlands CIQ,640
2025-08-19,06:00,JB Sentral,Woodlands CIQ,638
2025-08-19,07:00,JB Sentral,Woodlands CIQ,640
2025-08-19,08:00,JB Sentral,Woodlands CIQ,321
2025-08-19,08:00,Woodlands CIQ,JB Sentral,320
2025-08-19,09:00,Woodlands CIQ,JB Sentral,321
2025-08-19,10:00,JB Sentral,Woodlands CIQ,321
2025-08-19,11:00,JB Sentral,Woodlands CIQ,214
2025-08-19,11:00,Woodlands CIQ,JB Sentral,322
2025-08-19,12:00,JB Sentral,Woodlands CIQ,172
2025-08-19,12:00,Woodlands CIQ,JB Sentral,325
2025-08-19,13:00,Woodlands CIQ,JB Sentral,166
2025-08-19,14:00,JB Sentral,Woodlands CIQ,272
2025-08-19,15:00,JB Sentral,Woodlands CIQ,323
2025-08-19,15:00,Woodlands CIQ,JB Sentral,79
2025-08-19,16:00,JB Sentral,Woodlands CIQ,321
2025-08-19,16:00,Woodlands CIQ,JB Sentral,82
2025-08-19,17:00,JB Sentral,Woodlands CIQ,321
2025-08-19,17:00,Woodlands CIQ,JB Sentral,188
2025-08-19,18:00,Woodlands CIQ,JB Sentral,320
2025-08-19,19:00,JB Sentral,Woodlands CIQ,320
2025-08-19,20:00,JB Sentral,Woodlands CIQ,317
2025-08-19,20:00,Woodlands CIQ,JB Sentral,320
2025-08-19,21:00,JB Sentral,Woodlands CIQ,321
2025-08-19,21:00,Woodlands CIQ,JB Sentral,296
2025-08-19,22:00,JB Sentral,Woodlands CIQ,238
2025-08-19,22:00,Woodlands CIQ,JB Sentral,139
2025-08-19,23:00,Woodlands CIQ,JB Sentral,56
2025-08-20,05:00,JB Sentral,Woodlands CIQ,640
2025-08-20,06:00,JB Sentral,Woodlands CIQ,640
2025-08-20,07:00,JB Sentral,Woodlands CIQ,640
2025-08-20,08:00,JB Sentral,Woodlands CIQ,320
2025-08-20,08:00,Woodlands CIQ,JB Sentral,322
2025-08-20,09:00,Woodlands CIQ,JB Sentral,322
2025-08-20,10:00,JB Sentral,Woodlands CIQ,320
2025-08-20,11:00,JB Sentral,Woodlands CIQ,207
2025-08-20,11:00,Woodlands CIQ,JB Sentral,324
2025-08-20,12:00,JB Sentral,Woodlands CIQ,132
2025-08-20,12:00,Woodlands CIQ,JB Sentral,326
2025-08-20,13:00,Woodlands CIQ,JB Sentral,160
2025-08-20,14:00,JB Sentral,Woodlands CIQ,225
2025-08-20,15:00,JB Sentral,Woodlands CIQ,322
2025-08-20,15:00,Woodlands CIQ,JB Sentral,90
2025-08-20,16:00,JB Sentral,Woodlands CIQ,327
2025-08-20,16:00,Woodlands CIQ,JB Sentral,78
2025-08-20,17:00,JB Sentral,Woodlands CIQ,321
2025-08-20,17:00,Woodlands CIQ,JB Sentral,174
2025-08-20,18:00,Woodlands CIQ,JB Sentral,317
2025-08-20,19:00,JB Sentral,Woodlands CIQ,318
2025-08-20,20:00,JB Sentral,Woodlands CIQ,319
2025-08-20,20:00,Woodlands CIQ,JB Sentral,320
2025-08-20,21:00,JB Sentral,Woodlands CIQ,321
2025-08-20,21:00,Woodlands CIQ,JB Sentral,320
2025-08-20,22:00,JB Sentral,Woodlands CIQ,235
2025-08-20,22:00,Woodlands CIQ,JB Sentral,175
2025-08-20,23:00,Woodlands CIQ,JB Sentral,48
2025-08-21,05:00,JB Sentral,Woodlands CIQ,640
2025-08-21,06:00,JB Sentral,Woodlands CIQ,640
2025-08-21,07:00,JB Sentral,Woodlands CIQ,639
2025-08-21,08:00,JB Sentral,Woodlands CIQ,320
2025-08-21,08:00,Woodlands CIQ,JB Sentral,320
2025-08-21,09:00,Woodlands CIQ,JB Sentral,322
2025-08-21,10:00,JB Sentral,Woodlands CIQ,303
2025-08-21,11:00,JB Sentral,Woodlands CIQ,200
2025-08-21,11:00,Woodlands CIQ,JB Sentral,322
2025-08-21,12:00,JB Sentral,Woodlands CIQ,153
2025-08-21,12:00,Woodlands CIQ,JB Sentral,320
2025-08-21,13:00,Woodlands CIQ,JB Sentral,310
2025-08-21,14:00,JB Sentral,Woodlands CIQ,173
2025-08-21,15:00,JB Sentral,Woodlands CIQ,320
2025-08-21,15:00,Woodlands CIQ,JB Sentral,180
2025-08-21,16:00,JB Sentral,Woodlands CIQ,320
2025-08-21,16:00,Woodlands CIQ,JB Sentral,129
2025-08-21,17:00,JB Sentral,Woodlands CIQ,321
2025-08-21,17:00,Woodlands CIQ,JB Sentral,249
2025-08-21,18:00,Woodlands CIQ,JB Sentral,317
2025-08-21,19:00,JB Sentral,Woodlands CIQ,320
2025-08-21,20:00,JB Sentral,Woodlands CIQ,318
2025-08-21,20:00,Woodlands CIQ,JB Sentral,320
2025-08-21,21:00,JB Sentral,Woodlands CIQ,322
2025-08-21,21:00,Woodlands CIQ,JB Sentral,321
2025-08-21,22:00,JB Sentral,Woodlands CIQ,310
2025-08-21,22:00,Woodlands CIQ,JB Sentral,282
2025-08-21,23:00,Woodlands CIQ,JB Sentral,63
2025-08-22,05:00,JB Sentral,Woodlands CIQ,640
2025-08-22,06:00,JB Sentral,Woodlands CIQ,638
2025-08-22,07:00,JB Sentral,Woodlands CIQ,637
2025-08-22,08:00,JB Sentral,Woodlands CIQ,320
2025-08-22,08:00,Woodlands CIQ,JB Sentral,321
2025-08-22,09:00,Woodlands CIQ,JB Sentral,321
2025-08-22,10:00,JB Sentral,Woodlands CIQ,213
2025-08-22,11:00,JB Sentral,Woodlands CIQ,157
2025-08-22,11:00,Woodlands CIQ,JB Sentral,328
2025-08-22,12:00,JB Sentral,Woodlands CIQ,151
2025-08-22,12:00,Woodlands CIQ,JB Sentral,321
2025-08-22,13:00,Woodlands CIQ,JB Sentral,326
2025-08-22,14:00,JB Sentral,Woodlands CIQ,161
2025-08-22,15:00,JB Sentral,Woodlands CIQ,313
2025-08-22,15:00,Woodlands CIQ,JB Sentral,326
2025-08-22,16:00,JB Sentral,Woodlands CIQ,321
2025-08-22,16:00,Woodlands CIQ,JB Sentral,321
2025-08-22,17:00,JB Sentral,Woodlands CIQ,324
2025-08-22,17:00,Woodlands CIQ,JB Sentral,321
2025-08-22,18:00,Woodlands CIQ,JB Sentral,321
2025-08-22,19:00,JB Sentral,Woodlands CIQ,321
2025-08-22,20:00,JB Sentral,Woodlands CIQ,322
2025-08-22,20:00,Woodlands CIQ,JB Sentral,320
2025-08-22,21:00,JB Sentral,Woodlands CIQ,320
2025-08-22,21:00,Woodlands CIQ,JB Sentral,323
2025-08-22,22:00,JB Sentral,Woodlands CIQ,322
2025-08-22,22:00,Woodlands CIQ,JB Sentral,325
2025-08-22,23:00,Woodlands CIQ,JB Sentral,320
2025-08-23,05:00,JB Sentral,Woodlands CIQ,167
2025-08-23,06:00,JB Sentral,Woodlands CIQ,307
2025-08-23,07:00,JB Sentral,Woodlands CIQ,500
2025-08-23,08:00,JB Sentral,Woodlands CIQ,322
2025-08-23,08:00,Woodlands CIQ,JB Sentral,321
2025-08-23,09:00,Woodlands CIQ,JB Sentral,322
2025-08-23,10:00,JB Sentral,Woodlands CIQ,324
2025-08-23,11:00,JB Sentral,Woodlands CIQ,322
2025-08-23,11:00,Woodlands CIQ,JB Sentral,322
2025-08-23,12:00,JB Sentral,Woodlands CIQ,285
2025-08-23,12:00,Woodlands CIQ,JB Sentral,321
2025-08-23,13:00,Woodlands CIQ,JB Sentral,324
2025-08-23,14:00,JB Sentral,Woodlands CIQ,323
2025-08-23,15:00,JB Sentral,Woodlands CIQ,324
2025-08-23,15:00,Woodlands CIQ,JB Sentral,324
2025-08-23,16:00,JB Sentral,Woodlands CIQ,323
2025-08-23,16:00,Woodlands CIQ,JB Sentral,323
2025-08-23,17:00,JB Sentral,Woodlands CIQ,321
2025-08-23,17:00,Woodlands CIQ,JB Sentral,330
2025-08-23,18:00,Woodlands CIQ,JB Sentral,321
2025-08-23,19:00,JB Sentral,Woodlands CIQ,321
2025-08-23,20:00,JB Sentral,Woodlands CIQ,321
2025-08-23,20:00,Woodlands CIQ,JB Sentral,209
2025-08-23,21:00,JB Sentral,Woodlands CIQ,322
2025-08-23,21:00,Woodlands CIQ,JB Sentral,181
2025-08-23,22:00,JB Sentral,Woodlands CIQ,320
2025-08-23,22:00,Woodlands CIQ,JB Sentral,195
2025-08-23,23:00,Woodlands CIQ,JB Sentral,109
2025-08-24,05:00,JB Sentral,Woodlands CIQ,109
2025-08-24,06:00,JB Sentral,Woodlands CIQ,168
2025-08-24,07:00,JB Sentral,Woodlands CIQ,330
2025-08-24,08:00,JB Sentral,Woodlands CIQ,323
2025-08-24,08:00,Woodlands CIQ,JB Sentral,320
2025-08-24,09:00,Woodlands CIQ,JB Sentral,322
2025-08-24,10:00,JB Sentral,Woodlands CIQ,325
2025-08-24,11:00,JB Sentral,Woodlands CIQ,325
2025-08-24,11:00,Woodlands CIQ,JB Sentral,327
2025-08-24,12:00,JB Sentral,Woodlands CIQ,323
2025-08-24,12:00,Woodlands CIQ,JB Sentral,322
2025-08-24,13:00,Woodlands CIQ,JB Sentral,296
2025-08-24,14:00,JB Sentral,Woodlands CIQ,324
2025-08-24,15:00,JB Sentral,Woodlands CIQ,321
2025-08-24,15:00,Woodlands CIQ,JB Sentral,147
2025-08-24,16:00,JB Sentral,Woodlands CIQ,322
2025-08-24,16:00,Woodlands CIQ,JB Sentral,115
2025-08-24,17:00,JB Sentral,Woodlands CIQ,322
2025-08-24,17:00,Woodlands CIQ,JB Sentral,125
2025-08-24,18:00,Woodlands CIQ,JB Sentral,103
2025-08-24,19:00,JB Sentral,Woodlands CIQ,324
2025-08-24,20:00,JB Sentral,Woodlands CIQ,321
2025-08-24,20:00,Woodlands CIQ,JB Sentral,84
2025-08-24,21:00,JB Sentral,Woodlands CIQ,320
2025-08-24,21:00,Woodlands CIQ,JB Sentral,89
2025-08-24,22:00,JB Sentral,Woodlands CIQ,320
2025-08-24,22:00,Woodlands CIQ,JB Sentral,106
2025-08-24,23:00,Woodlands CIQ,JB Sentral,26
2025-08-25,05:00,JB Sentral,Woodlands CIQ,640
2025-08-25,06:00,JB Sentral,Woodlands CIQ,640
2025-08-25,07:00,JB Sentral,Woodlands CIQ,640
2025-08-25,08:00,JB Sentral,Woodlands CIQ,320
2025-08-25,08:00,Woodlands CIQ,JB Sentral,320
2025-08-25,09:00,Woodlands CIQ,JB Sentral,320
2025-08-25,10:00,JB Sentral,Woodlands CIQ,321
2025-08-25,11:00,JB Sentral,Woodlands CIQ,262
2025-08-25,11:00,Woodlands CIQ,JB Sentral,322
2025-08-25,12:00,JB Sentral,Woodlands CIQ,280
2025-08-25,12:00,Woodlands CIQ,JB Sentral,321
2025-08-25,13:00,Woodlands CIQ,JB Sentral,135
2025-08-25,14:00,JB Sentral,Woodlands CIQ,328
2025-08-25,15:00,JB Sentral,Woodlands CIQ,321
2025-08-25,15:00,Woodlands CIQ,JB Sentral,108
2025-08-25,16:00,JB Sentral,Woodlands CIQ,327
2025-08-25,16:00,Woodlands CIQ,JB Sentral,86
2025-08-25,17:00,JB Sentral,Woodlands CIQ,321
2025-08-25,17:00,Woodlands CIQ,JB Sentral,96
2025-08-25,18:00,Woodlands CIQ,JB Sentral,318
2025-08-25,19:00,JB Sentral,Woodlands CIQ,320
2025-08-25,20:00,JB Sentral,Woodlands CIQ,322
2025-08-25,20:00,Woodlands CIQ,JB Sentral,320
2025-08-25,21:00,JB Sentral,Woodlands CIQ,320
2025-08-25,21:00,Woodlands CIQ,JB Sentral,227
2025-08-25,22:00,JB Sentral,Woodlands CIQ,321
2025-08-25,22:00,Woodlands CIQ,JB Sentral,120
2025-08-25,23:00,Woodlands CIQ,JB Sentral,46
2025-08-26,05:00,JB Sentral,Woodlands CIQ,640
2025-08-26,06:00,JB Sentral,Woodlands CIQ,640
2025-08-26,07:00,JB Sentral,Woodlands CIQ,634
2025-08-26,08:00,JB Sentral,Woodlands CIQ,320
2025-08-26,08:00,Woodlands CIQ,JB Sentral,317
2025-08-26,09:00,Woodlands CIQ,JB Sentral,320
