date,time,origin,destination,ridership
2025-03-20,14:00,JB Sentral,Woodlands CIQ,327
2025-03-20,15:00,JB Sentral,Woodlands CIQ,330
2025-03-20,15:00,Woodlands CIQ,JB Sentral,325
2025-03-20,16:00,JB Sentral,Woodlands CIQ,324
2025-03-20,16:00,Woodlands CIQ,JB Sentral,325
2025-03-20,17:00,JB Sentral,Woodlands CIQ,321
2025-03-20,17:00,Woodlands CIQ,JB Sentral,321
2025-03-20,18:00,Woodlands CIQ,JB Sentral,320
2025-03-20,19:00,JB Sentral,Woodlands CIQ,320
2025-03-20,20:00,JB Sentral,Woodlands CIQ,320
2025-03-20,20:00,Woodlands CIQ,JB Sentral,320
2025-03-20,21:00,JB Sentral,Woodlands CIQ,321
2025-03-20,21:00,Woodlands CIQ,JB Sentral,322
2025-03-20,22:00,JB Sentral,Woodlands CIQ,324
2025-03-20,22:00,Woodlands CIQ,JB Sentral,324
2025-03-20,23:00,Woodlands CIQ,JB Sentral,199
2025-03-21,05:00,JB Sentral,Woodlands CIQ,619
2025-03-21,06:00,JB Sentral,Woodlands CIQ,640
2025-03-21,07:00,JB Sentral,Woodlands CIQ,640
2025-03-21,08:00,JB Sentral,Woodlands CIQ,320
2025-03-21,08:00,Woodlands CIQ,JB Sentral,320
2025-03-21,09:00,Woodlands CIQ,JB Sentral,323
2025-03-21,10:00,JB Sentral,Woodlands CIQ,200
2025-03-21,11:00,JB Sentral,Woodlands CIQ,185
2025-03-21,11:00,Woodlands CIQ,JB Sentral,325
2025-03-21,12:00,JB Sentral,Woodlands CIQ,328
2025-03-21,12:00,Woodlands CIQ,JB Sentral,320
2025-03-21,13:00,Woodlands CIQ,JB Sentral,328
2025-03-21,14:00,JB Sentral,Woodlands CIQ,325
2025-03-21,15:00,JB Sentral,Woodlands CIQ,325
2025-03-21,15:00,Woodlands CIQ,JB Sentral,325
2025-03-21,16:00,JB Sentral,Woodlands CIQ,321
2025-03-21,16:00,Woodlands CIQ,JB Sentral,323
2025-03-21,17:00,JB Sentral,Woodlands CIQ,320
2025-03-21,17:00,Woodlands CIQ,JB Sentral,320
2025-03-21,18:00,Woodlands CIQ,JB Sentral,322
2025-03-21,19:00,JB Sentral,Woodlands CIQ,326
2025-03-21,20:00,JB Sentral,Woodlands CIQ,321
2025-03-21,20:00,Woodlands CIQ,JB Sentral,320
2025-03-21,21:00,JB Sentral,Woodlands CIQ,322
2025-03-21,21:00,Woodlands CIQ,JB Sentral,321
2025-03-21,22:00,JB Sentral,Woodlands CIQ,320
2025-03-21,22:00,Woodlands CIQ,JB Sentral,321
2025-03-21,23:00,Woodlands CIQ,JB Sentral,319
2025-03-22,05:00,JB Sentral,Woodlands CIQ,160
2025-03-22,06:00,JB Sentral,Woodlands CIQ,283
2025-03-22,07:00,JB Sentral,Woodlands CIQ,410
2025-03-22,08:00,JB Sentral,Woodlands CIQ,311
2025-03-22,08:00,Woodlands CIQ,JB Sentral,321
2025-03-22,09:00,Woodlands CIQ,JB Sentral,323
2025-03-22,10:00,JB Sentral,Woodlands CIQ,320
2025-03-22,11:00,JB Sentral,Woodlands CIQ,324
2025-03-22,11:00,Woodlands CIQ,JB Sentral,325
2025-03-22,12:00,JB Sentral,Woodlands CIQ,320
2025-03-22,12:00,Woodlands CIQ,JB Sentral,320
2025-03-22,13:00,Woodlands CIQ,JB Sentral,322
2025-03-22,14:00,JB Sentral,Woodlands CIQ,326
2025-03-22,15:00,JB Sentral,Woodlands CIQ,322
2025-03-22,15:00,Woodlands CIQ,JB Sentral,325
2025-03-22,16:00,JB Sentral,Woodlands CIQ,324
2025-03-22,16:00,Woodlands CIQ,JB Sentral,326
2025-03-22,17:00,JB Sentral,Woodlands CIQ,324
2025-03-22,17:00,Woodlands CIQ,JB Sentral,321
2025-03-22,18:00,Woodlands CIQ,JB Sentral,324
2025-03-22,19:00,JB Sentral,Woodlands CIQ,320
2025-03-22,20:00,JB Sentral,Woodlands CIQ,321
2025-03-22,20:00,Woodlands CIQ,JB Sentral,188
2025-03-22,21:00,JB Sentral,Woodlands CIQ,321
2025-03-22,21:00,Woodlands CIQ,JB Sentral,94
2025-03-22,22:00,JB Sentral,Woodlands CIQ,320
2025-03-22,22:00,Woodlands CIQ,JB Sentral,119
2025-03-22,23:00,Woodlands CIQ,JB Sentral,44
2025-03-23,05:00,JB Sentral,Woodlands CIQ,117
2025-03-23,06:00,JB Sentral,Woodlands CIQ,151
2025-03-23,07:00,JB Sentral,Woodlands CIQ,432
2025-03-23,08:00,JB Sentral,Woodlands CIQ,323
2025-03-23,08:00,Woodlands CIQ,JB Sentral,321
2025-03-23,09:00,Woodlands CIQ,JB Sentral,321
2025-03-23,10:00,JB Sentral,Woodlands CIQ,325
2025-03-23,11:00,JB Sentral,Woodlands CIQ,322
2025-03-23,11:00,Woodlands CIQ,JB Sentral,324
2025-03-23,12:00,JB Sentral,Woodlands CIQ,324
2025-03-23,12:00,Woodlands CIQ,JB Sentral,320
2025-03-23,13:00,Woodlands CIQ,JB Sentral,325
2025-03-23,14:00,JB Sentral,Woodlands CIQ,321
2025-03-23,15:00,JB Sentral,Woodlands CIQ,323
2025-03-23,15:00,Woodlands CIQ,JB Sentral,183
2025-03-23,16:00,JB Sentral,Woodlands CIQ,322
2025-03-23,16:00,Woodlands CIQ,JB Sentral,113
2025-03-23,17:00,JB Sentral,Woodlands CIQ,323
2025-03-23,17:00,Woodlands CIQ,JB Sentral,99
2025-03-23,18:00,Woodlands CIQ,JB Sentral,73
2025-03-23,19:00,JB Sentral,Woodlands CIQ,323
2025-03-23,20:00,JB Sentral,Woodlands CIQ,320
2025-03-23,20:00,Woodlands CIQ,JB Sentral,72
2025-03-23,21:00,JB Sentral,Woodlands CIQ,320
2025-03-23,21:00,Woodlands CIQ,JB Sentral,73
2025-03-23,22:00,JB Sentral,Woodlands CIQ,320
2025-03-23,22:00,Woodlands CIQ,JB Sentral,72
2025-03-23,23:00,Woodlands CIQ,JB Sentral,17
2025-03-24,05:00,JB Sentral,Woodlands CIQ,640
2025-03-24,06:00,JB Sentral,Woodlands CIQ,640
2025-03-24,07:00,JB Sentral,Woodlands CIQ,640
2025-03-24,08:00,JB Sentral,Woodlands CIQ,320
2025-03-24,08:00,Woodlands CIQ,JB Sentral,321
2025-03-24,09:00,Woodlands CIQ,JB Sentral,321
2025-03-24,10:00,JB Sentral,Woodlands CIQ,320
2025-03-24,11:00,JB Sentral,Woodlands CIQ,253
2025-03-24,11:00,Woodlands CIQ,JB Sentral,315
2025-03-24,12:00,JB Sentral,Woodlands CIQ,325
2025-03-24,12:00,Woodlands CIQ,JB Sentral,320
2025-03-24,13:00,Woodlands CIQ,JB Sentral,327
2025-03-24,15:00,JB Sentral,Woodlands CIQ,323
2025-03-24,16:00,JB Sentral,Woodlands CIQ,325
2025-03-24,16:00,Woodlands CIQ,JB Sentral,172
2025-03-24,17:00,JB Sentral,Woodlands CIQ,323
2025-03-24,17:00,Woodlands CIQ,JB Sentral,156
2025-03-24,18:00,Woodlands CIQ,JB Sentral,320
2025-03-24,19:00,JB Sentral,Woodlands CIQ,320
2025-03-24,20:00,JB Sentral,Woodlands CIQ,320
2025-03-24,20:00,Woodlands CIQ,JB Sentral,320
2025-03-24,21:00,JB Sentral,Woodlands CIQ,321
2025-03-24,21:00,Woodlands CIQ,JB Sentral,157
2025-03-24,22:00,JB Sentral,Woodlands CIQ,320
2025-03-24,22:00,Woodlands CIQ,JB Sentral,88
2025-03-24,23:00,Woodlands CIQ,JB Sentral,32
2025-03-25,05:00,JB Sentral,Woodlands CIQ,640
2025-03-25,06:00,JB Sentral,Woodlands CIQ,636
2025-03-25,07:00,JB Sentral,Woodlands CIQ,640
2025-03-25,08:00,JB Sentral,Woodlands CIQ,322
2025-03-25,08:00,Woodlands CIQ,JB Sentral,291
2025-03-25,09:00,Woodlands CIQ,JB Sentral,321
2025-03-25,10:00,JB Sentral,Woodlands CIQ,173
2025-03-25,11:00,JB Sentral,Woodlands CIQ,181
2025-03-25,11:00,Woodlands CIQ,JB Sentral,322
2025-03-25,12:00,JB Sentral,Woodlands CIQ,171
2025-03-25,12:00,Woodlands CIQ,JB Sentral,324
2025-03-25,13:00,Woodlands CIQ,JB Sentral,239
2025-03-25,14:00,JB Sentral,Woodlands CIQ,218
2025-03-25,15:00,JB Sentral,Woodlands CIQ,325
2025-03-25,15:00,Woodlands CIQ,JB Sentral,148
2025-03-25,16:00,JB Sentral,Woodlands CIQ,322
2025-03-25,16:00,Woodlands CIQ,JB Sentral,105
2025-03-25,17:00,JB Sentral,Woodlands CIQ,321
2025-03-25,17:00,Woodlands CIQ,JB Sentral,151
2025-03-25,18:00,Woodlands CIQ,JB Sentral,320
2025-03-25,19:00,JB Sentral,Woodlands CIQ,320
2025-03-25,20:00,JB Sentral,Woodlands CIQ,320
2025-03-25,20:00,Woodlands CIQ,JB Sentral,320
2025-03-25,21:00,JB Sentral,Woodlands CIQ,321
2025-03-25,21:00,Woodlands CIQ,JB Sentral,270
2025-03-25,22:00,JB Sentral,Woodlands CIQ,322
2025-03-25,22:00,Woodlands CIQ,JB Sentral,101
2025-03-25,23:00,Woodlands CIQ,JB Sentral,35
2025-03-26,05:00,JB Sentral,Woodlands CIQ,640
2025-03-26,06:00,JB Sentral,Woodlands CIQ,640
2025-03-26,07:00,JB Sentral,Woodlands CIQ,640
2025-03-26,08:00,JB Sentral,Woodlands CIQ,320
2025-03-26,08:00,Woodlands CIQ,JB Sentral,320
2025-03-26,09:00,Woodlands CIQ,JB Sentral,320
2025-03-26,10:00,JB Sentral,Woodlands CIQ,237
2025-03-26,11:00,JB Sentral,Woodlands CIQ,152
2025-03-26,11:00,Woodlands CIQ,JB Sentral,322
2025-03-26,12:00,JB Sentral,Woodlands CIQ,118
2025-03-26,12:00,Woodlands CIQ,JB Sentral,322
2025-03-26,13:00,Woodlands CIQ,JB Sentral,317
2025-03-26,14:00,JB Sentral,Woodlands CIQ,204
2025-03-26,15:00,JB Sentral,Woodlands CIQ,317
2025-03-26,15:00,Woodlands CIQ,JB Sentral,108
2025-03-26,16:00,JB Sentral,Woodlands CIQ,322
2025-03-26,16:00,Woodlands CIQ,JB Sentral,125
2025-03-26,17:00,JB Sentral,Woodlands CIQ,323
2025-03-26,17:00,Woodlands CIQ,JB Sentral,201
2025-03-26,18:00,Woodlands CIQ,JB Sentral,320
2025-03-26,19:00,JB Sentral,Woodlands CIQ,320
2025-03-26,20:00,JB Sentral,Woodlands CIQ,320
2025-03-26,20:00,Woodlands CIQ,JB Sentral,320
2025-03-26,21:00,JB Sentral,Woodlands CIQ,320
2025-03-26,21:00,Woodlands CIQ,JB Sentral,268
2025-03-26,22:00,JB Sentral,Woodlands CIQ,322
2025-03-26,22:00,Woodlands CIQ,JB Sentral,150
2025-03-26,23:00,Woodlands CIQ,JB Sentral,51
2025-03-27,05:00,JB Sentral,Woodlands CIQ,640
2025-03-27,06:00,JB Sentral,Woodlands CIQ,640
2025-03-27,07:00,JB Sentral,Woodlands CIQ,640
2025-03-27,08:00,JB Sentral,Woodlands CIQ,320
2025-03-27,08:00,Woodlands CIQ,JB Sentral,320
2025-03-27,09:00,Woodlands CIQ,JB Sentral,321
2025-03-27,11:00,JB Sentral,Woodlands CIQ,186
2025-03-27,12:00,JB Sentral,Woodlands CIQ,125
2025-03-27,12:00,Woodlands CIQ,JB Sentral,324
2025-03-27,13:00,Woodlands CIQ,JB Sentral,332
2025-03-27,14:00,JB Sentral,Woodlands CIQ,153
2025-03-27,15:00,JB Sentral,Woodlands CIQ,317
2025-03-27,15:00,Woodlands CIQ,JB Sentral,282
2025-03-27,16:00,JB Sentral,Woodlands CIQ,323
2025-03-27,16:00,Woodlands CIQ,JB Sentral,205
2025-03-27,17:00,JB Sentral,Woodlands CIQ,321
2025-03-27,17:00,Woodlands CIQ,JB Sentral,328
2025-03-27,18:00,Woodlands CIQ,JB Sentral,320
2025-03-27,19:00,JB Sentral,Woodlands CIQ,321
2025-03-27,20:00,JB Sentral,Woodlands CIQ,320
2025-03-27,20:00,Woodlands CIQ,JB Sentral,320
2025-03-27,21:00,JB Sentral,Woodlands CIQ,320
2025-03-27,21:00,Woodlands CIQ,JB Sentral,322
2025-03-27,22:00,JB Sentral,Woodlands CIQ,321
2025-03-27,22:00,Woodlands CIQ,JB Sentral,323
2025-03-27,23:00,Woodlands CIQ,JB Sentral,168
2025-03-28,05:00,JB Sentral,Woodlands CIQ,614
2025-03-28,06:00,JB Sentral,Woodlands CIQ,640
2025-03-28,07:00,JB Sentral,Woodlands CIQ,640
2025-03-28,08:00,JB Sentral,Woodlands CIQ,298
2025-03-28,08:00,Woodlands CIQ,JB Sentral,325
2025-03-28,09:00,Woodlands CIQ,JB Sentral,324
2025-03-28,10:00,JB Sentral,Woodlands CIQ,146
2025-03-28,11:00,JB Sentral,Woodlands CIQ,157
2025-03-28,11:00,Woodlands CIQ,JB Sentral,328
2025-03-28,12:00,JB Sentral,Woodlands CIQ,140
2025-03-28,12:00,Woodlands CIQ,JB Sentral,320
2025-03-28,13:00,Woodlands CIQ,JB Sentral,329
2025-03-28,14:00,JB Sentral,Woodlands CIQ,168
2025-03-28,15:00,JB Sentral,Woodlands CIQ,295
2025-03-28,15:00,Woodlands CIQ,JB Sentral,328
2025-03-28,16:00,JB Sentral,Woodlands CIQ,322
2025-03-28,16:00,Woodlands CIQ,JB Sentral,326
2025-03-28,17:00,JB Sentral,Woodlands CIQ,320
2025-03-28,17:00,Woodlands CIQ,JB Sentral,321
2025-03-28,18:00,Woodlands CIQ,JB Sentral,323
2025-03-28,19:00,JB Sentral,Woodlands CIQ,323
2025-03-28,20:00,JB Sentral,Woodlands CIQ,320
2025-03-28,20:00,Woodlands CIQ,JB Sentral,320
2025-03-28,21:00,JB Sentral,Woodlands CIQ,322
2025-03-28,21:00,Woodlands CIQ,JB Sentral,326
2025-03-28,22:00,JB Sentral,Woodlands CIQ,323
2025-03-28,22:00,Woodlands CIQ,JB Sentral,325
2025-03-28,23:00,Woodlands CIQ,JB Sentral,320
2025-03-29,05:00,JB Sentral,Woodlands CIQ,157
2025-03-29,06:00,JB Sentral,Woodlands CIQ,250
2025-03-29,07:00,JB Sentral,Woodlands CIQ,359
2025-03-29,08:00,JB Sentral,Woodlands CIQ,263
2025-03-29,08:00,Woodlands CIQ,JB Sentral,322
2025-03-29,09:00,Woodlands CIQ,JB Sentral,326
2025-03-29,10:00,JB Sentral,Woodlands CIQ,223
2025-03-29,11:00,JB Sentral,Woodlands CIQ,210
2025-03-29,11:00,Woodlands CIQ,JB Sentral,333
2025-03-29,12:00,JB Sentral,Woodlands CIQ,193
2025-03-29,12:00,Woodlands CIQ,JB Sentral,323
2025-03-29,13:00,Woodlands CIQ,JB Sentral,324
2025-03-29,14:00,JB Sentral,Woodlands CIQ,323
2025-03-29,15:00,JB Sentral,Woodlands CIQ,323
2025-03-29,15:00,Woodlands CIQ,JB Sentral,323
2025-03-29,16:00,JB Sentral,Woodlands CIQ,323
2025-03-29,16:00,Woodlands CIQ,JB Sentral,324
2025-03-29,17:00,JB Sentral,Woodlands CIQ,320
2025-03-29,17:00,Woodlands CIQ,JB Sentral,326
2025-03-29,18:00,Woodlands CIQ,JB Sentral,323
2025-03-29,19:00,JB Sentral,Woodlands CIQ,323
2025-03-29,20:00,JB Sentral,Woodlands CIQ,321
2025-03-29,20:00,Woodlands CIQ,JB Sentral,320
2025-03-29,21:00,JB Sentral,Woodlands CIQ,322
2025-03-29,21:00,Woodlands CIQ,JB Sentral,325
2025-03-29,22:00,JB Sentral,Woodlands CIQ,320
2025-03-29,22:00,Woodlands CIQ,JB Sentral,324
2025-03-29,23:00,Woodlands CIQ,JB Sentral,61
2025-03-30,05:00,JB Sentral,Woodlands CIQ,98
2025-03-30,06:00,JB Sentral,Woodlands CIQ,131
2025-03-30,07:00,JB Sentral,Woodlands CIQ,294
2025-03-30,08:00,JB Sentral,Woodlands CIQ,322
2025-03-30,08:00,Woodlands CIQ,JB Sentral,324
2025-03-30,09:00,Woodlands CIQ,JB Sentral,321
2025-03-30,10:00,JB Sentral,Woodlands CIQ,323
2025-03-30,11:00,JB Sentral,Woodlands CIQ,330
2025-03-30,11:00,Woodlands CIQ,JB Sentral,325
2025-03-30,12:00,JB Sentral,Woodlands CIQ,330
2025-03-30,12:00,Woodlands CIQ,JB Sentral,322
2025-03-30,13:00,Woodlands CIQ,JB Sentral,323
2025-03-30,14:00,JB Sentral,Woodlands CIQ,326
2025-03-30,15:00,JB Sentral,Woodlands CIQ,322
2025-03-30,15:00,Woodlands CIQ,JB Sentral,321
2025-03-30,16:00,JB Sentral,Woodlands CIQ,321
2025-03-30,16:00,Woodlands CIQ,JB Sentral,259
2025-03-30,17:00,JB Sentral,Woodlands CIQ,323
2025-03-30,17:00,Woodlands CIQ,JB Sentral,174
2025-03-30,18:00,Woodlands CIQ,JB Sentral,165
2025-03-30,19:00,JB Sentral,Woodlands CIQ,326
2025-03-30,20:00,JB Sentral,Woodlands CIQ,320
2025-03-30,20:00,Woodlands CIQ,JB Sentral,138
2025-03-30,21:00,JB Sentral,Woodlands CIQ,323
2025-03-30,21:00,Woodlands CIQ,JB Sentral,152
2025-03-30,22:00,JB Sentral,Woodlands CIQ,320
2025-03-30,22:00,Woodlands CIQ,JB Sentral,108
2025-03-30,23:00,Woodlands CIQ,JB Sentral,46
2025-03-31,05:00,JB Sentral,Woodlands CIQ,186
2025-03-31,06:00,JB Sentral,Woodlands CIQ,356
2025-03-31,07:00,JB Sentral,Woodlands CIQ,640
2025-03-31,08:00,JB Sentral,Woodlands CIQ,326
2025-03-31,08:00,Woodlands CIQ,JB Sentral,180
2025-03-31,09:00,Woodlands CIQ,JB Sentral,320
2025-03-31,10:00,JB Sentral,Woodlands CIQ,323
2025-03-31,11:00,JB Sentral,Woodlands CIQ,329
2025-03-31,11:00,Woodlands CIQ,JB Sentral,285
2025-03-31,12:00,JB Sentral,Woodlands CIQ,326
2025-03-31,12:00,Woodlands CIQ,JB Sentral,152
2025-03-31,13:00,Woodlands CIQ,JB Sentral,174
2025-03-31,15:00,JB Sentral,Woodlands CIQ,324
2025-03-31,16:00,JB Sentral,Woodlands CIQ,321
2025-03-31,16:00,Woodlands CIQ,JB Sentral,119
2025-03-31,17:00,JB Sentral,Woodlands CIQ,325
2025-03-31,17:00,Woodlands CIQ,JB Sentral,115
2025-03-31,18:00,Woodlands CIQ,JB Sentral,129
2025-03-31,19:00,JB Sentral,Woodlands CIQ,324
2025-03-31,20:00,JB Sentral,Woodlands CIQ,321
2025-03-31,20:00,Woodlands CIQ,JB Sentral,117
2025-03-31,21:00,JB Sentral,Woodlands CIQ,320
2025-03-31,21:00,Woodlands CIQ,JB Sentral,124
2025-03-31,22:00,JB Sentral,Woodlands CIQ,320
2025-03-31,22:00,Woodlands CIQ,JB Sentral,81
2025-03-31,23:00,Woodlands CIQ,JB Sentral,100
2025-04-01,05:00,JB Sentral,Woodlands CIQ,640
2025-04-01,06:00,JB Sentral,Woodlands CIQ,640
2025-04-01,07:00,JB Sentral,Woodlands CIQ,640
2025-04-01,08:00,JB Sentral,Woodlands CIQ,320
2025-04-01,08:00,Woodlands CIQ,JB Sentral,157
2025-04-01,09:00,Woodlands CIQ,JB Sentral,322
2025-04-01,10:00,JB Sentral,Woodlands CIQ,325
2025-04-01,11:00,JB Sentral,Woodlands CIQ,324
2025-04-01,11:00,Woodlands CIQ,JB Sentral,325
2025-04-01,12:00,JB Sentral,Woodlands CIQ,323
2025-04-01,12:00,Woodlands CIQ,JB Sentral,208
2025-04-01,13:00,Woodlands CIQ,JB Sentral,132
2025-04-01,14:00,JB Sentral,Woodlands CIQ,321
2025-04-01,15:00,JB Sentral,Woodlands CIQ,326
2025-04-01,15:00,Woodlands CIQ,JB Sentral,113
2025-04-01,16:00,JB Sentral,Woodlands CIQ,323
2025-04-01,16:00,Woodlands CIQ,JB Sentral,89
2025-04-01,17:00,JB Sentral,Woodlands CIQ,323
2025-04-01,17:00,Woodlands CIQ,JB Sentral,183
2025-04-01,18:00,Woodlands CIQ,JB Sentral,320
2025-04-01,19:00,JB Sentral,Woodlands CIQ,324
2025-04-01,20:00,JB Sentral,Woodlands CIQ,321
2025-04-01,20:00,Woodlands CIQ,JB Sentral,320
2025-04-01,21:00,JB Sentral,Woodlands CIQ,323
2025-04-01,21:00,Woodlands CIQ,JB Sentral,296
2025-04-01,22:00,JB Sentral,Woodlands CIQ,240
2025-04-01,22:00,Woodlands CIQ,JB Sentral,159
2025-04-01,23:00,Woodlands CIQ,JB Sentral,52
2025-04-02,05:00,JB Sentral,Woodlands CIQ,640
2025-04-02,06:00,JB Sentral,Woodlands CIQ,640
2025-04-02,07:00,JB Sentral,Woodlands CIQ,640
2025-04-02,08:00,JB Sentral,Woodlands CIQ,322
2025-04-02,08:00,Woodlands CIQ,JB Sentral,197
2025-04-02,09:00,Woodlands CIQ,JB Sentral,326
2025-04-02,10:00,JB Sentral,Woodlands CIQ,324
2025-04-02,11:00,JB Sentral,Woodlands CIQ,313
2025-04-02,11:00,Woodlands CIQ,JB Sentral,323
2025-04-02,12:00,JB Sentral,Woodlands CIQ,187
2025-04-02,12:00,Woodlands CIQ,JB Sentral,229
2025-04-02,13:00,Woodlands CIQ,JB Sentral,127
2025-04-02,14:00,JB Sentral,Woodlands CIQ,219
2025-04-02,15:00,JB Sentral,Woodlands CIQ,267
2025-04-02,15:00,Woodlands CIQ,JB Sentral,121
2025-04-02,16:00,JB Sentral,Woodlands CIQ,321
2025-04-02,16:00,Woodlands CIQ,JB Sentral,118
2025-04-02,17:00,JB Sentral,Woodlands CIQ,321
2025-04-02,17:00,Woodlands CIQ,JB Sentral,227
2025-04-02,18:00,Woodlands CIQ,JB Sentral,321
2025-04-02,19:00,JB Sentral,Woodlands CIQ,325
2025-04-02,20:00,JB Sentral,Woodlands CIQ,320
2025-04-02,20:00,Woodlands CIQ,JB Sentral,320
2025-04-02,21:00,JB Sentral,Woodlands CIQ,318
2025-04-02,21:00,Woodlands CIQ,JB Sentral,325
2025-04-02,22:00,JB Sentral,Woodlands CIQ,157
2025-04-02,22:00,Woodlands CIQ,JB Sentral,239
2025-04-02,23:00,Woodlands CIQ,JB Sentral,59
2025-04-03,05:00,JB Sentral,Woodlands CIQ,640
2025-04-03,06:00,JB Sentral,Woodlands CIQ,640
2025-04-03,07:00,JB Sentral,Woodlands CIQ,640
2025-04-03,08:00,JB Sentral,Woodlands CIQ,320
2025-04-03,08:00,Woodlands CIQ,JB Sentral,292
2025-04-03,09:00,Woodlands CIQ,JB Sentral,321
2025-04-03,11:00,JB Sentral,Woodlands CIQ,323
2025-04-03,12:00,JB Sentral,Woodlands CIQ,178
2025-04-03,12:00,Woodlands CIQ,JB Sentral,322
2025-04-03,13:00,Woodlands CIQ,JB Sentral,194
2025-04-03,14:00,JB Sentral,Woodlands CIQ,189
2025-04-03,15:00,JB Sentral,Woodlands CIQ,257
2025-04-03,15:00,Woodlands CIQ,JB Sentral,127
2025-04-03,16:00,JB Sentral,Woodlands CIQ,322
2025-04-03,16:00,Woodlands CIQ,JB Sentral,112
2025-04-03,17:00,JB Sentral,Woodlands CIQ,322
2025-04-03,17:00,Woodlands CIQ,JB Sentral,251
2025-04-03,18:00,Woodlands CIQ,JB Sentral,320
2025-04-03,19:00,JB Sentral,Woodlands CIQ,322
2025-04-03,20:00,JB Sentral,Woodlands CIQ,320
2025-04-03,20:00,Woodlands CIQ,JB Sentral,320
2025-04-03,21:00,JB Sentral,Woodlands CIQ,322
2025-04-03,21:00,Woodlands CIQ,JB Sentral,320
2025-04-03,22:00,JB Sentral,Woodlands CIQ,101
2025-04-03,22:00,Woodlands CIQ,JB Sentral,322
2025-04-03,23:00,Woodlands CIQ,JB Sentral,104
2025-04-04,05:00,JB Sentral,Woodlands CIQ,576
2025-04-04,06:00,JB Sentral,Woodlands CIQ,640
2025-04-04,07:00,JB Sentral,Woodlands CIQ,640
2025-04-04,08:00,JB Sentral,Woodlands CIQ,323
2025-04-04,08:00,Woodlands CIQ,JB Sentral,322
2025-04-04,09:00,Woodlands CIQ,JB Sentral,321
2025-04-04,10:00,JB Sentral,Woodlands CIQ,261
2025-04-04,11:00,JB Sentral,Woodlands CIQ,155
2025-04-04,11:00,Woodlands CIQ,JB Sentral,320
2025-04-04,12:00,JB Sentral,Woodlands CIQ,146
2025-04-04,12:00,Woodlands CIQ,JB Sentral,322
2025-04-04,13:00,Woodlands CIQ,JB Sentral,322
2025-04-04,14:00,JB Sentral,Woodlands CIQ,193
2025-04-04,15:00,JB Sentral,Woodlands CIQ,223
2025-04-04,15:00,Woodlands CIQ,JB Sentral,326
2025-04-04,16:00,JB Sentral,Woodlands CIQ,321
2025-04-04,16:00,Woodlands CIQ,JB Sentral,324
2025-04-04,17:00,JB Sentral,Woodlands CIQ,321
2025-04-04,17:00,Woodlands CIQ,JB Sentral,321
2025-04-04,18:00,Woodlands CIQ,JB Sentral,320
2025-04-04,19:00,JB Sentral,Woodlands CIQ,321
2025-04-04,20:00,JB Sentral,Woodlands CIQ,321
2025-04-04,20:00,Woodlands CIQ,JB Sentral,320
2025-04-04,21:00,JB Sentral,Woodlands CIQ,321
2025-04-04,21:00,Woodlands CIQ,JB Sentral,322
2025-04-04,22:00,JB Sentral,Woodlands CIQ,221
2025-04-04,22:00,Woodlands CIQ,JB Sentral,320
2025-04-04,23:00,Woodlands CIQ,JB Sentral,322
2025-04-05,05:00,JB Sentral,Woodlands CIQ,146
2025-04-05,06:00,JB Sentral,Woodlands CIQ,286
2025-04-05,07:00,JB Sentral,Woodlands CIQ,391
2025-04-05,08:00,JB Sentral,Woodlands CIQ,296
2025-04-05,08:00,Woodlands CIQ,JB Sentral,324
2025-04-05,09:00,Woodlands CIQ,JB Sentral,322
2025-04-05,10:00,JB Sentral,Woodlands CIQ,310
2025-04-05,11:00,JB Sentral,Woodlands CIQ,229
2025-04-05,11:00,Woodlands CIQ,JB Sentral,322
2025-04-05,12:00,JB Sentral,Woodlands CIQ,166
2025-04-05,12:00,Woodlands CIQ,JB Sentral,322
2025-04-05,13:00,Woodlands CIQ,JB Sentral,324
2025-04-05,14:00,JB Sentral,Woodlands CIQ,179
2025-04-05,15:00,JB Sentral,Woodlands CIQ,325
2025-04-05,15:00,Woodlands CIQ,JB Sentral,321
2025-04-05,16:00,JB Sentral,Woodlands CIQ,321
2025-04-05,16:00,Woodlands CIQ,JB Sentral,324
2025-04-05,17:00,JB Sentral,Woodlands CIQ,322
2025-04-05,17:00,Woodlands CIQ,JB Sentral,327
2025-04-05,18:00,Woodlands CIQ,JB Sentral,289
2025-04-05,19:00,JB Sentral,Woodlands CIQ,323
2025-04-05,20:00,JB Sentral,Woodlands CIQ,320
2025-04-05,20:00,Woodlands CIQ,JB Sentral,188
2025-04-05,21:00,JB Sentral,Woodlands CIQ,321
2025-04-05,21:00,Woodlands CIQ,JB Sentral,146
2025-04-05,22:00,JB Sentral,Woodlands CIQ,320
2025-04-05,22:00,Woodlands CIQ,JB Sentral,154
2025-04-05,23:00,Woodlands CIQ,JB Sentral,82
2025-04-06,05:00,JB Sentral,Woodlands CIQ,109
2025-04-06,06:00,JB Sentral,Woodlands CIQ,124
2025-04-06,07:00,JB Sentral,Woodlands CIQ,236
2025-04-06,08:00,JB Sentral,Woodlands CIQ,304
2025-04-06,08:00,Woodlands CIQ,JB Sentral,320
2025-04-06,09:00,Woodlands CIQ,JB Sentral,326
2025-04-06,10:00,JB Sentral,Woodlands CIQ,324
2025-04-06,11:00,JB Sentral,Woodlands CIQ,322
2025-04-06,11:00,Woodlands CIQ,JB Sentral,321
2025-04-06,12:00,JB Sentral,Woodlands CIQ,321
