od_pair,0,1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Arau → Alor Setar,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,334.0,54.0,0.0,0.0,274.0,0.0,87.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Anak Bukit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Bagan Serai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Bandar Tasek Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Batang Melaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Batu Gajah,0.0,0.0,0.0,0.0,0.0,0.0,276.0,0.0,0.0,476.0,169.0,0.0,0.0,0.0,0.0,338.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Gemas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Gurun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → Ipoh,0.0,0.0,0.0,0.0,0.0,0.0,849.0,0.0,0.0,1115.0,266.0,0.0,0.0,1335.0,0.0,1103.0,1218.0,0.0,0.0,0.0,0.0,0.0,0.0
Arau → KL Sentral,0.0,0.0,0.0,0.0,0.0,0.0,8121.0,0.0,0.0,11497.0,2159.0,0.0,0.0,9332.0,0.0,4161.0,7432.0,0.0,0.0,0.0,0.0,0.0,0.0
