od_pair,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Bukit Badak → Unknown,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
Jalan Kastam → Abdullah Hukum,0.0,0.0,0.0,0.0,0.0,1.0,12.0,641.0,799.0,383.0,113.0,8.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Jalan Kastam → Angkasapuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Bandar Tasek Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Bangi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Bank Negara,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,13.0,9.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Batang Kali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Batu Caves,12.0,1.0,0.0,5.0,0.0,7.0,22.0,29.0,39.0,11.0,12.0,3.0,0.0,12.0,5.0,6.0,27.0,10.0,20.0,24.0,26.0,37.0,5.0,4.0
Jalan Kastam → Batu Tiga,1.0,0.0,0.0,0.0,0.0,13.0,201.0,280.0,209.0,131.0,4.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Jalan Kastam → Bukit Badak,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Jalan Kastam,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Jalan Templer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → KL Sentral,0.0,3.0,1.0,0.0,0.0,14.0,198.0,835.0,1192.0,1112.0,222.0,19.0,26.0,13.0,15.0,15.0,12.0,11.0,14.0,8.0,5.0,11.0,8.0,4.0
Jalan Kastam → Kajang,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Kampung Dato Harun,0.0,0.0,0.0,0.0,0.0,5.0,13.0,75.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Kampung Raja Uda,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Kepong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jalan Kastam → Kepong Sentral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0
Jalan Kastam → Klang,0.0,0.0,0.0,0.0,0.0,2.0,379.0,258.0,241.0,167.0,67.0,12.0,10.0,9.0,7.0,3.0,4.0,7.0,4.0,6.0,0.0,0.0,0.0,1.0
Jalan Kastam → Kuala Kubu Bharu,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Kuala Lumpur,2.0,0.0,0.0,1.0,2.0,0.0,7.0,8.0,111.0,45.0,18.0,9.0,19.0,15.0,6.0,0.0,2.0,11.0,1.0,1.0,0.0,1.0,2.0,1.0
Jalan Kastam → Midvalley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Nilai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Padang Jawa,0.0,0.0,0.0,0.0,0.0,1.0,8.0,225.0,73.0,27.0,6.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0
Jalan Kastam → Pantai Dalam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Jalan Kastam → Pelabuhan Klang Selatan,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,4.0,6.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,5.0,8.0,7.0,1.0,2.0,0.0
Jalan Kastam → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Petaling,0.0,0.0,0.0,0.0,0.0,2.0,4.0,35.0,187.0,62.0,8.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Jalan Kastam → Pulau Sebang (Tampin),1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Putra,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Rasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Rawang,0.0,0.0,1.0,1.0,1.0,0.0,2.0,8.0,10.0,8.0,7.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
Jalan Kastam → Rembau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Salak Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jalan Kastam → Segambut,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jalan Kastam → Senawang,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Sentul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Serdang,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,2.0,16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Seremban,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Jalan Kastam → Serendah,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Seri Setia,0.0,0.0,0.0,0.0,0.0,0.0,11.0,110.0,141.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Setia Jaya,0.0,0.0,0.0,0.0,1.0,0.0,9.0,280.0,315.0,279.0,24.0,6.0,4.0,3.0,3.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
Jalan Kastam → Shah Alam,0.0,0.0,0.0,0.0,0.0,8.0,10.0,92.0,62.0,32.0,18.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Jalan Kastam → Subang Jaya,2.0,0.0,0.0,0.0,2.0,22.0,335.0,1671.0,2269.0,775.0,62.0,21.0,9.0,7.0,8.0,7.0,5.0,7.0,5.0,4.0,4.0,4.0,1.0,0.0
Jalan Kastam → Sungai Buloh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jalan Kastam → Sungai Gadut,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Taman Wahyu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Tanjong Malim,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Jalan Kastam → Telok Gadong,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Jalan Kastam → Telok Pulai,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,454.0,23.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Jalan Kastam → Tiroi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → UKM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Kastam → Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jalan Templer → Abdullah Hukum,0.0,0.0,0.0,0.0,0.0,0.0,27.0,220.0,728.0,1248.0,818.0,16.0,6.0,2.0,6.0,5.0,4.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0
Jalan Templer → Angkasapuri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Bandar Tasek Selatan,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jalan Templer → Bangi,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jalan Templer → Bank Negara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,14.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Jalan Templer → Batang Kali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Batu Caves,1.0,0.0,1.0,0.0,0.0,0.0,3.0,13.0,4.0,15.0,18.0,7.0,5.0,3.0,3.0,2.0,12.0,14.0,5.0,1.0,1.0,1.0,20.0,0.0
Jalan Templer → Batu Tiga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,313.0,7.0,1.0,1.0,0.0,0.0
Jalan Templer → Bukit Badak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,4.0,2.0,1.0,6.0,0.0,2.0,0.0,0.0
Jalan Templer → Jalan Kastam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,7.0,2.0,1.0,0.0,0.0
Jalan Templer → Jalan Templer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0
Jalan Templer → KL Sentral,0.0,0.0,1.0,0.0,0.0,0.0,26.0,327.0,857.0,281.0,223.0,10.0,8.0,9.0,5.0,9.0,6.0,11.0,14.0,7.0,2.0,4.0,0.0,1.0
Jalan Templer → Kajang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Kajang 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Kampung Batu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Kampung Dato Harun,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0
Jalan Templer → Kampung Raja Uda,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,20.0,6.0,3.0,1.0,0.0
Jalan Templer → Kepong,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0
Jalan Templer → Kepong Sentral,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Klang,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,15.0,3.0,2.0,2.0,1.0,2.0,0.0,6.0,15.0,30.0,151.0,11.0,6.0,3.0,1.0
Jalan Templer → Kuala Kubu Bharu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Kuala Lumpur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
Jalan Templer → Kuang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Midvalley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Nilai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Padang Jawa,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,7.0,11.0,9.0,4.0,1.0,1.0,0.0
Jalan Templer → Pantai Dalam,0.0,0.0,0.0,0.0,0.0,0.0,11.0,203.0,20.0,3.0,2.0,1.0,3.0,6.0,5.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Jalan Templer → Pelabuhan Klang Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,144.0,23.0,0.0,0.0,1.0
Jalan Templer → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Petaling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,1.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Jalan Templer → Pulau Sebang (Tampin),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Putra,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Rasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Rawang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Segambut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Senawang,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Sentul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Serdang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Seremban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0
Jalan Templer → Serendah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Seri Setia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,79.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Setia Jaya,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,6.0,7.0,5.0,1.0,4.0,5.0,0.0,4.0,5.0,30.0,275.0,49.0,28.0,2.0,0.0,0.0
Jalan Templer → Shah Alam,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,29.0,7.0,6.0,4.0,3.0,1.0,1.0
Jalan Templer → Subang Jaya,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,3.0,8.0,1.0,4.0,2.0,3.0,5.0,0.0,1.0,1.0,70.0,24.0,13.0,4.0,0.0,0.0
Jalan Templer → Sungai Buloh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Taman Wahyu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Jalan Templer → Tanjong Malim,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0
Jalan Templer → Telok Gadong,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,32.0,1.0,3.0,1.0,0.0
Jalan Templer → Telok Pulai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,46.0,11.0,6.0,0.0,0.0
Jalan Templer → Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
KL Sentral → Abdullah Hukum,2.0,0.0,0.0,0.0,0.0,1.0,48.0,16.0,16.0,16.0,22.0,32.0,18.0,24.0,25.0,16.0,28.0,207.0,315.0,154.0,90.0,38.0,13.0,5.0
KL Sentral → Angkasapuri,0.0,0.0,0.0,0.0,2.0,0.0,10.0,22.0,12.0,7.0,2.0,1.0,4.0,4.0,3.0,3.0,9.0,64.0,227.0,44.0,28.0,28.0,4.0,1.0
KL Sentral → Bandar Tasek Selatan,25.0,11.0,11.0,8.0,10.0,50.0,1140.0,1311.0,1975.0,1901.0,2170.0,2228.0,2419.0,2605.0,2806.0,2731.0,2723.0,3827.0,5485.0,2908.0,2317.0,1079.0,1497.0,1002.0
KL Sentral → Bangi,103.0,18.0,1.0,0.0,19.0,22.0,945.0,781.0,890.0,658.0,1032.0,1254.0,1185.0,785.0,2034.0,1930.0,2355.0,3698.0,7320.0,17919.0,6418.0,4138.0,2165.0,1443.0
KL Sentral → Bank Negara,2.0,0.0,0.0,2.0,0.0,3.0,356.0,2463.0,2684.0,1124.0,604.0,492.0,591.0,519.0,595.0,477.0,421.0,596.0,580.0,221.0,181.0,78.0,61.0,21.0
KL Sentral → Batang Benar,251.0,27.0,6.0,4.0,5.0,15.0,941.0,769.0,520.0,765.0,482.0,811.0,899.0,701.0,1284.0,1786.0,1539.0,2821.0,3565.0,10023.0,4079.0,3272.0,1358.0,1303.0
KL Sentral → Batang Kali,52.0,12.0,0.0,1.0,3.0,15.0,545.0,350.0,493.0,327.0,438.0,402.0,617.0,791.0,955.0,1135.0,1279.0,1689.0,6034.0,7698.0,2670.0,2250.0,1168.0,942.0
KL Sentral → Batu Caves,1002.0,332.0,117.0,52.0,97.0,196.0,6219.0,6272.0,14689.0,23170.0,29405.0,24741.0,22338.0,18018.0,14123.0,13556.0,11164.0,10900.0,18645.0,17368.0,9384.0,5273.0,3338.0,2484.0
KL Sentral → Batu Kentonmen,2.0,0.0,1.0,0.0,0.0,2.0,46.0,178.0,122.0,39.0,62.0,43.0,80.0,148.0,86.0,150.0,194.0,285.0,665.0,247.0,290.0,145.0,95.0,120.0
KL Sentral → Batu Tiga,9.0,4.0,2.0,0.0,2.0,3.0,143.0,124.0,95.0,87.0,62.0,78.0,69.0,103.0,88.0,146.0,237.0,431.0,2337.0,1607.0,800.0,477.0,243.0,37.0
KL Sentral → Bukit Badak,7.0,5.0,1.0,1.0,3.0,0.0,226.0,188.0,50.0,46.0,62.0,43.0,53.0,56.0,71.0,95.0,211.0,595.0,2075.0,4776.0,1687.0,734.0,467.0,54.0
KL Sentral → Jalan Kastam,2.0,2.0,1.0,1.0,0.0,0.0,99.0,59.0,8.0,12.0,5.0,3.0,22.0,20.0,16.0,41.0,82.0,114.0,102.0,1760.0,798.0,321.0,280.0,112.0
KL Sentral → Jalan Templer,1.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,5.0,5.0,6.0,7.0,3.0,10.0,20.0,17.0,11.0,86.0,1183.0,379.0,186.0,106.0,11.0,1.0
KL Sentral → KL Sentral,13.0,2.0,9.0,2.0,5.0,6.0,99.0,100.0,47.0,61.0,136.0,126.0,176.0,112.0,155.0,202.0,220.0,246.0,267.0,377.0,154.0,130.0,126.0,45.0
KL Sentral → Kajang,14.0,5.0,2.0,9.0,13.0,15.0,435.0,387.0,428.0,527.0,458.0,589.0,569.0,811.0,757.0,910.0,1017.0,1407.0,3151.0,2410.0,1647.0,1122.0,648.0,314.0
KL Sentral → Kajang 2,9.0,1.0,1.0,1.0,0.0,5.0,223.0,159.0,185.0,47.0,132.0,178.0,181.0,299.0,364.0,409.0,538.0,969.0,3066.0,3698.0,1596.0,712.0,384.0,275.0
KL Sentral → Kampung Batu,6.0,1.0,2.0,2.0,2.0,1.0,217.0,249.0,292.0,178.0,145.0,169.0,219.0,389.0,391.0,611.0,780.0,1947.0,3482.0,1940.0,1518.0,636.0,328.0,197.0
KL Sentral → Kampung Dato Harun,5.0,2.0,0.0,1.0,5.0,5.0,165.0,158.0,69.0,30.0,50.0,42.0,71.0,58.0,64.0,108.0,186.0,571.0,6592.0,4734.0,2051.0,1238.0,267.0,35.0
KL Sentral → Kampung Raja Uda,20.0,0.0,0.0,0.0,0.0,1.0,141.0,105.0,55.0,48.0,46.0,31.0,29.0,45.0,41.0,96.0,232.0,406.0,319.0,3957.0,2239.0,708.0,593.0,189.0
KL Sentral → Kepong,3.0,3.0,0.0,0.0,0.0,5.0,266.0,415.0,276.0,127.0,187.0,217.0,261.0,355.0,351.0,415.0,663.0,4098.0,7491.0,5048.0,1127.0,430.0,243.0,24.0
