od_pair,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Ipoh → Parit Buntar,107.0,49.0,29.0,39.0,134.0,551.0,638.0,940.0,884.0,481.0,981.0,522.0,1009.0,553.0,1102.0,473.0,1433.0,1049.0,904.0,393.0,212.0,9.0,21.0,3.0
Ipoh → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,26.0,7.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ipoh → Simpang Ampat,113.0,54.0,36.0,68.0,437.0,500.0,643.0,477.0,936.0,328.0,815.0,452.0,894.0,471.0,1133.0,515.0,1489.0,1207.0,915.0,243.0,227.0,13.0,6.0,4.0
Ipoh → Sungai Petani,146.0,109.0,42.0,100.0,363.0,540.0,522.0,908.0,1213.0,679.0,1261.0,1065.0,1489.0,1011.0,1747.0,931.0,1642.0,1531.0,315.0,242.0,211.0,12.0,90.0,4.0
Ipoh → Sungai Siput,50.0,15.0,5.0,4.0,66.0,91.0,279.0,149.0,250.0,518.0,309.0,334.0,501.0,351.0,653.0,448.0,776.0,2031.0,1893.0,73.0,14.0,7.0,4.0,0.0
Ipoh → Taiping,393.0,150.0,98.0,83.0,293.0,2696.0,3111.0,3963.0,3478.0,2085.0,3205.0,2319.0,3456.0,2594.0,3606.0,2354.0,4126.0,5792.0,3671.0,973.0,101.0,62.0,32.0,14.0
Ipoh → Tasek Gelugor,62.0,25.0,18.0,38.0,133.0,168.0,242.0,253.0,456.0,265.0,450.0,345.0,487.0,385.0,648.0,354.0,676.0,593.0,154.0,117.0,74.0,10.0,21.0,1.0
Ipoh → Unknown,0.0,0.0,0.0,0.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,0.0,2.0,3.0,4.0,7.0,4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0
Kamunting → Alor Setar,15.0,4.0,3.0,1.0,17.0,90.0,197.0,112.0,146.0,195.0,76.0,158.0,77.0,181.0,67.0,214.0,54.0,193.0,117.0,41.0,26.0,2.0,6.0,2.0
Kamunting → Anak Bukit,8.0,0.0,1.0,2.0,6.0,59.0,121.0,102.0,44.0,117.0,50.0,126.0,53.0,145.0,40.0,217.0,65.0,177.0,99.0,34.0,26.0,3.0,3.0,1.0
Kamunting → Arau,25.0,17.0,15.0,9.0,21.0,110.0,204.0,138.0,117.0,259.0,69.0,185.0,118.0,270.0,117.0,296.0,72.0,205.0,197.0,28.0,34.0,17.0,0.0,9.0
Kamunting → Bagan Serai,5.0,0.0,0.0,0.0,1.0,6.0,64.0,61.0,13.0,72.0,14.0,53.0,35.0,70.0,53.0,76.0,40.0,86.0,74.0,64.0,2.0,1.0,1.0,0.0
Kamunting → Bukit Ketri,0.0,2.0,0.0,0.0,8.0,21.0,19.0,11.0,10.0,24.0,10.0,28.0,16.0,42.0,19.0,60.0,15.0,34.0,46.0,18.0,18.0,3.0,0.0,1.0
Kamunting → Bukit Mertajam,44.0,12.0,7.0,2.0,16.0,149.0,906.0,752.0,767.0,464.0,196.0,359.0,182.0,376.0,188.0,415.0,190.0,459.0,530.0,296.0,83.0,6.0,2.0,4.0
Kamunting → Bukit Tengah,13.0,7.0,7.0,2.0,7.0,105.0,950.0,571.0,483.0,207.0,127.0,151.0,67.0,128.0,63.0,214.0,96.0,194.0,250.0,139.0,22.0,4.0,1.0,0.0
Kamunting → Butterworth,51.0,27.0,11.0,7.0,27.0,481.0,1469.0,837.0,524.0,1079.0,376.0,777.0,289.0,646.0,229.0,643.0,217.0,608.0,477.0,452.0,57.0,4.0,0.0,1.0
Kamunting → Gurun,4.0,2.0,1.0,1.0,3.0,47.0,49.0,22.0,13.0,73.0,23.0,67.0,18.0,78.0,26.0,82.0,33.0,74.0,33.0,23.0,6.0,1.0,5.0,0.0
Kamunting → Ipoh,84.0,39.0,31.0,15.0,48.0,577.0,2671.0,2697.0,991.0,1350.0,442.0,475.0,1014.0,386.0,1127.0,392.0,999.0,381.0,894.0,793.0,118.0,129.0,11.0,5.0
Kamunting → Kamunting,3.0,0.0,3.0,3.0,0.0,0.0,2.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,3.0,2.0,2.0,1.0,5.0,0.0,1.0,2.0
Kamunting → Kobah,3.0,1.0,1.0,0.0,0.0,7.0,32.0,32.0,28.0,64.0,11.0,34.0,18.0,43.0,16.0,109.0,22.0,84.0,54.0,27.0,5.0,0.0,2.0,0.0
Kamunting → Kodiang,1.0,0.0,1.0,1.0,5.0,6.0,28.0,22.0,20.0,35.0,14.0,31.0,20.0,28.0,7.0,67.0,14.0,39.0,35.0,10.0,10.0,2.0,0.0,0.0
Kamunting → Kuala Kangsar,4.0,3.0,2.0,1.0,3.0,8.0,266.0,430.0,71.0,155.0,67.0,37.0,113.0,80.0,167.0,85.0,219.0,126.0,153.0,213.0,24.0,4.0,1.0,2.0
Kamunting → Nibong Tebal,7.0,3.0,1.0,1.0,4.0,153.0,348.0,420.0,33.0,215.0,76.0,94.0,69.0,123.0,46.0,131.0,48.0,166.0,164.0,67.0,10.0,2.0,3.0,5.0
Kamunting → Padang Besar,47.0,6.0,4.0,7.0,85.0,810.0,1002.0,370.0,999.0,364.0,124.0,70.0,53.0,44.0,35.0,67.0,26.0,27.0,17.0,5.0,2.0,34.0,6.0,1.0
Kamunting → Padang Rengas,0.0,3.0,0.0,0.0,0.0,46.0,302.0,124.0,44.0,41.0,22.0,15.0,43.0,28.0,52.0,44.0,46.0,40.0,87.0,97.0,3.0,0.0,0.0,1.0
Kamunting → Parit Buntar,6.0,6.0,4.0,4.0,4.0,19.0,277.0,558.0,45.0,147.0,61.0,125.0,60.0,173.0,56.0,134.0,56.0,163.0,218.0,329.0,15.0,0.0,0.0,1.0
Kamunting → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kamunting → Simpang Ampat,11.0,2.0,1.0,1.0,12.0,168.0,999.0,1085.0,392.0,207.0,98.0,170.0,117.0,243.0,98.0,264.0,168.0,395.0,480.0,229.0,45.0,6.0,1.0,7.0
Kamunting → Sungai Petani,13.0,5.0,6.0,7.0,13.0,68.0,252.0,125.0,101.0,273.0,87.0,256.0,81.0,284.0,90.0,382.0,90.0,429.0,196.0,120.0,33.0,2.0,11.0,1.0
Kamunting → Sungai Siput,4.0,1.0,1.0,2.0,3.0,10.0,101.0,536.0,69.0,86.0,40.0,25.0,153.0,103.0,118.0,71.0,109.0,146.0,113.0,190.0,24.0,2.0,0.0,0.0
Kamunting → Taiping,0.0,0.0,0.0,1.0,1.0,5.0,26.0,34.0,12.0,30.0,22.0,13.0,25.0,21.0,19.0,29.0,21.0,16.0,33.0,27.0,3.0,2.0,0.0,1.0
Kamunting → Tasek Gelugor,2.0,3.0,3.0,0.0,2.0,25.0,89.0,61.0,35.0,138.0,40.0,115.0,49.0,84.0,48.0,149.0,46.0,316.0,57.0,24.0,3.0,1.0,0.0,0.0
Kamunting → Unknown,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobah → Alor Setar,60.0,41.0,6.0,9.0,5.0,75.0,788.0,2052.0,1488.0,1441.0,658.0,1900.0,706.0,1313.0,466.0,1240.0,743.0,629.0,420.0,255.0,186.0,65.0,69.0,8.0
Kobah → Anak Bukit,5.0,1.0,1.0,0.0,0.0,33.0,501.0,1179.0,495.0,150.0,72.0,192.0,85.0,168.0,72.0,254.0,233.0,247.0,306.0,185.0,140.0,54.0,67.0,6.0
Kobah → Arau,33.0,16.0,6.0,3.0,22.0,295.0,1192.0,1643.0,1281.0,516.0,416.0,546.0,392.0,535.0,555.0,1033.0,930.0,1242.0,983.0,782.0,502.0,221.0,197.0,121.0
Kobah → Bagan Serai,4.0,0.0,0.0,0.0,2.0,55.0,110.0,116.0,53.0,48.0,38.0,42.0,42.0,67.0,45.0,83.0,80.0,58.0,52.0,10.0,6.0,2.0,0.0,0.0
Kobah → Bukit Ketri,1.0,0.0,0.0,0.0,1.0,16.0,167.0,436.0,189.0,87.0,69.0,88.0,65.0,87.0,90.0,206.0,201.0,178.0,203.0,178.0,127.0,81.0,48.0,17.0
Kobah → Bukit Mertajam,38.0,27.0,12.0,13.0,35.0,622.0,2899.0,2683.0,2335.0,1545.0,795.0,848.0,753.0,640.0,562.0,867.0,889.0,913.0,864.0,782.0,709.0,393.0,438.0,166.0
Kobah → Bukit Tengah,72.0,17.0,12.0,13.0,115.0,895.0,3767.0,4326.0,2688.0,1045.0,552.0,724.0,502.0,554.0,461.0,940.0,877.0,1059.0,927.0,990.0,1072.0,611.0,641.0,210.0
Kobah → Butterworth,79.0,53.0,16.0,9.0,23.0,586.0,2873.0,3096.0,2174.0,1644.0,1161.0,1192.0,907.0,903.0,879.0,1402.0,1130.0,1315.0,938.0,969.0,606.0,384.0,239.0,104.0
Kobah → Gurun,1.0,1.0,5.0,0.0,1.0,22.0,175.0,232.0,208.0,72.0,41.0,84.0,47.0,111.0,55.0,171.0,129.0,119.0,87.0,69.0,60.0,36.0,22.0,0.0
Kobah → Ipoh,25.0,10.0,6.0,3.0,9.0,83.0,161.0,291.0,314.0,145.0,176.0,296.0,177.0,212.0,221.0,319.0,253.0,195.0,140.0,48.0,41.0,17.0,2.0,1.0
Kobah → Kamunting,0.0,3.0,1.0,0.0,2.0,34.0,38.0,42.0,71.0,29.0,23.0,77.0,18.0,41.0,41.0,69.0,81.0,49.0,36.0,11.0,5.0,2.0,0.0,0.0
Kobah → Kobah,0.0,4.0,2.0,1.0,1.0,0.0,22.0,26.0,7.0,5.0,3.0,8.0,3.0,7.0,2.0,9.0,14.0,10.0,9.0,7.0,2.0,2.0,25.0,2.0
Kobah → Kodiang,5.0,2.0,0.0,2.0,1.0,29.0,133.0,140.0,115.0,95.0,78.0,101.0,62.0,142.0,111.0,227.0,195.0,268.0,203.0,129.0,86.0,46.0,44.0,13.0
Kobah → Kuala Kangsar,17.0,4.0,0.0,0.0,1.0,36.0,52.0,99.0,120.0,35.0,64.0,82.0,53.0,60.0,77.0,103.0,80.0,82.0,39.0,6.0,6.0,3.0,0.0,0.0
Kobah → Nibong Tebal,2.0,1.0,1.0,0.0,0.0,78.0,116.0,119.0,107.0,76.0,66.0,101.0,80.0,99.0,85.0,126.0,121.0,90.0,80.0,21.0,6.0,1.0,3.0,0.0
Kobah → Padang Besar,33.0,16.0,14.0,7.0,9.0,306.0,981.0,1931.0,2482.0,3106.0,2037.0,1984.0,1123.0,1189.0,808.0,701.0,300.0,193.0,160.0,88.0,58.0,47.0,37.0,15.0
Kobah → Padang Rengas,0.0,0.0,0.0,0.0,0.0,4.0,7.0,9.0,13.0,5.0,3.0,8.0,6.0,26.0,11.0,17.0,8.0,18.0,7.0,1.0,4.0,0.0,3.0,0.0
Kobah → Parit Buntar,2.0,1.0,1.0,0.0,1.0,143.0,114.0,116.0,62.0,78.0,57.0,82.0,54.0,60.0,83.0,121.0,109.0,63.0,66.0,12.0,5.0,0.0,0.0,0.0
Kobah → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,30.0,14.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kobah → Simpang Ampat,3.0,0.0,2.0,0.0,3.0,61.0,86.0,106.0,89.0,61.0,65.0,86.0,102.0,97.0,101.0,131.0,134.0,160.0,87.0,31.0,8.0,2.0,1.0,0.0
Kobah → Sungai Petani,34.0,19.0,19.0,11.0,16.0,249.0,1854.0,3410.0,1656.0,1777.0,640.0,1016.0,479.0,791.0,473.0,1212.0,956.0,1437.0,997.0,715.0,660.0,226.0,294.0,57.0
Kobah → Sungai Siput,0.0,2.0,0.0,0.0,0.0,16.0,26.0,19.0,14.0,8.0,13.0,9.0,8.0,14.0,4.0,32.0,15.0,4.0,6.0,0.0,5.0,1.0,0.0,1.0
Kobah → Taiping,0.0,6.0,1.0,1.0,2.0,61.0,119.0,94.0,112.0,88.0,103.0,182.0,66.0,109.0,94.0,209.0,162.0,113.0,84.0,7.0,7.0,1.0,0.0,0.0
Kobah → Tasek Gelugor,25.0,17.0,6.0,4.0,5.0,447.0,1410.0,2397.0,954.0,800.0,408.0,492.0,423.0,545.0,414.0,727.0,725.0,960.0,687.0,626.0,573.0,249.0,274.0,64.0
Kobah → Unknown,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,2.0,5.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0
Kodiang → Alor Setar,50.0,26.0,12.0,4.0,11.0,109.0,645.0,1086.0,1450.0,499.0,1670.0,405.0,1198.0,350.0,999.0,960.0,552.0,638.0,318.0,299.0,92.0,119.0,28.0,5.0
Kodiang → Anak Bukit,4.0,2.0,2.0,0.0,5.0,29.0,484.0,410.0,325.0,71.0,155.0,53.0,140.0,87.0,164.0,191.0,113.0,132.0,90.0,114.0,37.0,43.0,7.0,0.0
Kodiang → Arau,0.0,0.0,1.0,1.0,0.0,4.0,36.0,47.0,57.0,59.0,24.0,36.0,24.0,42.0,27.0,59.0,104.0,56.0,54.0,42.0,32.0,12.0,11.0,0.0
Kodiang → Bagan Serai,2.0,0.0,2.0,5.0,26.0,102.0,21.0,54.0,13.0,13.0,57.0,10.0,35.0,20.0,56.0,40.0,82.0,77.0,8.0,14.0,3.0,0.0,0.0,0.0
Kodiang → Bukit Ketri,2.0,0.0,0.0,0.0,0.0,0.0,9.0,24.0,154.0,76.0,7.0,17.0,13.0,21.0,8.0,19.0,39.0,28.0,22.0,12.0,14.0,1.0,4.0,1.0
Kodiang → Bukit Mertajam,29.0,11.0,7.0,4.0,75.0,919.0,963.0,1044.0,640.0,259.0,749.0,133.0,666.0,161.0,696.0,518.0,598.0,590.0,588.0,528.0,208.0,676.0,9.0,122.0
Kodiang → Bukit Tengah,17.0,14.0,8.0,3.0,32.0,1188.0,1499.0,1170.0,688.0,208.0,763.0,113.0,761.0,127.0,603.0,611.0,596.0,619.0,590.0,824.0,241.0,1250.0,7.0,133.0
Kodiang → Butterworth,52.0,31.0,11.0,11.0,44.0,483.0,852.0,1271.0,1135.0,335.0,1092.0,295.0,885.0,246.0,942.0,795.0,756.0,773.0,641.0,653.0,167.0,500.0,3.0,105.0
Kodiang → Gurun,27.0,10.0,1.0,3.0,9.0,290.0,438.0,543.0,232.0,112.0,192.0,71.0,172.0,135.0,322.0,293.0,261.0,297.0,242.0,148.0,50.0,135.0,10.0,0.0
Kodiang → Ipoh,14.0,11.0,3.0,3.0,8.0,54.0,84.0,188.0,64.0,42.0,131.0,83.0,151.0,44.0,186.0,91.0,143.0,108.0,20.0,10.0,20.0,14.0,1.0,1.0
Kodiang → Kamunting,0.0,1.0,0.0,4.0,7.0,33.0,15.0,27.0,24.0,4.0,36.0,10.0,41.0,15.0,47.0,63.0,17.0,43.0,2.0,3.0,1.0,0.0,0.0,0.0
Kodiang → Kobah,6.0,4.0,1.0,0.0,3.0,59.0,149.0,401.0,247.0,55.0,176.0,66.0,141.0,90.0,225.0,244.0,193.0,181.0,168.0,152.0,39.0,92.0,8.0,2.0
Kodiang → Kodiang,0.0,0.0,1.0,0.0,0.0,1.0,5.0,7.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,0.0,0.0,1.0
Kodiang → Kuala Kangsar,5.0,3.0,1.0,0.0,1.0,12.0,25.0,63.0,20.0,15.0,51.0,11.0,29.0,19.0,69.0,38.0,27.0,40.0,0.0,7.0,26.0,3.0,1.0,0.0
Kodiang → Nibong Tebal,3.0,0.0,0.0,0.0,0.0,20.0,27.0,60.0,15.0,24.0,40.0,12.0,49.0,33.0,77.0,42.0,58.0,72.0,7.0,13.0,4.0,0.0,0.0,1.0
Kodiang → Padang Besar,50.0,16.0,14.0,11.0,9.0,51.0,342.0,545.0,771.0,1108.0,462.0,829.0,325.0,657.0,211.0,358.0,185.0,75.0,55.0,36.0,30.0,9.0,7.0,2.0
Kodiang → Padang Rengas,0.0,0.0,0.0,0.0,0.0,6.0,3.0,17.0,0.0,4.0,11.0,6.0,7.0,0.0,5.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Kodiang → Parit Buntar,1.0,1.0,1.0,0.0,4.0,17.0,38.0,91.0,30.0,25.0,104.0,27.0,93.0,38.0,121.0,73.0,67.0,80.0,18.0,22.0,4.0,1.0,0.0,0.0
Kodiang → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kodiang → Simpang Ampat,1.0,0.0,0.0,0.0,3.0,23.0,45.0,69.0,22.0,33.0,118.0,14.0,93.0,17.0,129.0,73.0,107.0,118.0,28.0,22.0,4.0,2.0,0.0,0.0
Kodiang → Sungai Petani,68.0,23.0,15.0,5.0,26.0,519.0,1467.0,1500.0,1171.0,449.0,1018.0,358.0,928.0,431.0,1296.0,1220.0,1064.0,1068.0,974.0,708.0,297.0,585.0,63.0,31.0
Kodiang → Sungai Siput,0.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,3.0,3.0,9.0,3.0,15.0,2.0,6.0,13.0,5.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0
Kodiang → Taiping,4.0,1.0,0.0,0.0,0.0,23.0,24.0,66.0,42.0,25.0,88.0,14.0,36.0,25.0,66.0,37.0,44.0,58.0,7.0,4.0,20.0,1.0,1.0,0.0
Kodiang → Tasek Gelugor,73.0,50.0,8.0,6.0,207.0,876.0,663.0,857.0,709.0,184.0,533.0,170.0,557.0,227.0,695.0,655.0,577.0,635.0,561.0,463.0,158.0,527.0,9.0,85.0
Kodiang → Unknown,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
Kuala Kangsar → Alor Setar,26.0,8.0,10.0,11.0,42.0,64.0,165.0,80.0,154.0,220.0,110.0,206.0,127.0,206.0,114.0,190.0,104.0,229.0,130.0,21.0,27.0,7.0,10.0,1.0
Kuala Kangsar → Anak Bukit,8.0,8.0,3.0,2.0,13.0,36.0,150.0,103.0,125.0,130.0,90.0,133.0,111.0,172.0,145.0,213.0,145.0,176.0,91.0,10.0,24.0,14.0,7.0,1.0
Kuala Kangsar → Arau,37.0,18.0,13.0,27.0,66.0,139.0,247.0,123.0,199.0,267.0,238.0,183.0,208.0,243.0,214.0,212.0,170.0,287.0,142.0,9.0,47.0,55.0,3.0,15.0
Kuala Kangsar → Bagan Serai,6.0,2.0,0.0,0.0,9.0,16.0,81.0,314.0,72.0,61.0,70.0,91.0,73.0,72.0,123.0,117.0,111.0,121.0,194.0,87.0,15.0,1.0,2.0,1.0
Kuala Kangsar → Bukit Ketri,3.0,0.0,1.0,0.0,1.0,7.0,10.0,7.0,20.0,16.0,13.0,26.0,20.0,20.0,13.0,34.0,36.0,46.0,35.0,1.0,3.0,1.0,0.0,0.0
Kuala Kangsar → Bukit Mertajam,58.0,19.0,10.0,13.0,68.0,167.0,792.0,191.0,385.0,321.0,358.0,363.0,330.0,375.0,331.0,371.0,324.0,461.0,478.0,90.0,70.0,7.0,2.0,1.0
Kuala Kangsar → Bukit Tengah,9.0,10.0,4.0,3.0,58.0,253.0,534.0,402.0,115.0,113.0,96.0,122.0,95.0,89.0,86.0,139.0,89.0,192.0,193.0,52.0,56.0,5.0,1.0,2.0
Kuala Kangsar → Butterworth,91.0,45.0,22.0,14.0,150.0,279.0,939.0,386.0,812.0,730.0,485.0,490.0,432.0,517.0,392.0,511.0,368.0,582.0,509.0,164.0,82.0,7.0,2.0,8.0
Kuala Kangsar → Gurun,2.0,5.0,1.0,1.0,7.0,12.0,65.0,113.0,66.0,84.0,55.0,88.0,67.0,85.0,75.0,116.0,54.0,121.0,61.0,11.0,5.0,0.0,2.0,1.0
Kuala Kangsar → Ipoh,217.0,118.0,49.0,39.0,43.0,151.0,2543.0,3992.0,2237.0,1588.0,2445.0,872.0,963.0,1941.0,1020.0,1430.0,914.0,1251.0,1111.0,841.0,339.0,78.0,35.0,10.0
Kuala Kangsar → Kamunting,10.0,5.0,5.0,2.0,4.0,26.0,247.0,197.0,92.0,140.0,108.0,170.0,112.0,148.0,95.0,172.0,111.0,333.0,205.0,29.0,25.0,7.0,0.0,0.0
Kuala Kangsar → Kobah,4.0,2.0,4.0,0.0,11.0,23.0,64.0,33.0,53.0,65.0,55.0,99.0,70.0,78.0,56.0,97.0,62.0,116.0,51.0,14.0,7.0,2.0,5.0,0.0
Kuala Kangsar → Kodiang,1.0,1.0,1.0,0.0,2.0,6.0,24.0,23.0,15.0,35.0,14.0,42.0,33.0,33.0,37.0,44.0,33.0,31.0,28.0,2.0,14.0,6.0,1.0,0.0
Kuala Kangsar → Kuala Kangsar,3.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,5.0,2.0,4.0,5.0,7.0,2.0,3.0,1.0,0.0,2.0,5.0,2.0,0.0,0.0,3.0
Kuala Kangsar → Nibong Tebal,3.0,4.0,2.0,3.0,59.0,168.0,145.0,97.0,56.0,76.0,75.0,76.0,75.0,80.0,74.0,102.0,62.0,175.0,92.0,16.0,13.0,1.0,2.0,2.0
Kuala Kangsar → Padang Besar,174.0,48.0,12.0,50.0,587.0,488.0,939.0,113.0,551.0,312.0,205.0,68.0,101.0,46.0,48.0,49.0,22.0,27.0,26.0,3.0,12.0,4.0,3.0,1.0
Kuala Kangsar → Padang Rengas,0.0,0.0,1.0,1.0,7.0,11.0,159.0,11.0,4.0,10.0,7.0,15.0,6.0,25.0,11.0,16.0,19.0,111.0,115.0,18.0,6.0,3.0,1.0,0.0
Kuala Kangsar → Parit Buntar,10.0,9.0,2.0,3.0,10.0,92.0,499.0,159.0,109.0,133.0,175.0,170.0,148.0,136.0,128.0,183.0,162.0,249.0,327.0,166.0,177.0,2.0,1.0,0.0
Kuala Kangsar → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kuala Kangsar → Simpang Ampat,16.0,7.0,5.0,9.0,73.0,107.0,291.0,115.0,211.0,140.0,129.0,121.0,108.0,158.0,121.0,155.0,153.0,199.0,249.0,99.0,25.0,5.0,1.0,0.0
Kuala Kangsar → Sungai Petani,32.0,13.0,9.0,6.0,40.0,103.0,264.0,153.0,289.0,304.0,212.0,283.0,242.0,321.0,212.0,361.0,235.0,426.0,185.0,62.0,25.0,2.0,9.0,2.0
Kuala Kangsar → Sungai Siput,4.0,4.0,2.0,0.0,1.0,15.0,122.0,136.0,71.0,27.0,82.0,10.0,40.0,86.0,45.0,96.0,47.0,98.0,55.0,55.0,24.0,1.0,0.0,0.0
Kuala Kangsar → Taiping,92.0,41.0,29.0,12.0,42.0,196.0,1802.0,743.0,701.0,1529.0,630.0,960.0,538.0,933.0,416.0,774.0,451.0,932.0,599.0,185.0,12.0,9.0,8.0,2.0
Kuala Kangsar → Tasek Gelugor,13.0,17.0,8.0,0.0,2.0,14.0,97.0,57.0,77.0,120.0,74.0,126.0,93.0,144.0,115.0,166.0,104.0,224.0,85.0,29.0,18.0,1.0,3.0,1.0
Kuala Kangsar → Unknown,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
Nibong Tebal → Alor Setar,20.0,5.0,2.0,1.0,7.0,583.0,357.0,395.0,130.0,269.0,237.0,207.0,190.0,165.0,244.0,200.0,299.0,272.0,362.0,303.0,78.0,7.0,7.0,1.0
Nibong Tebal → Anak Bukit,8.0,7.0,4.0,0.0,9.0,229.0,181.0,176.0,57.0,124.0,109.0,90.0,120.0,148.0,191.0,162.0,202.0,163.0,166.0,135.0,181.0,12.0,3.0,3.0
Nibong Tebal → Arau,23.0,12.0,11.0,8.0,4.0,166.0,238.0,261.0,81.0,221.0,227.0,174.0,227.0,202.0,250.0,260.0,296.0,194.0,336.0,78.0,99.0,48.0,2.0,6.0
Nibong Tebal → Bagan Serai,0.0,1.0,0.0,0.0,0.0,4.0,50.0,239.0,25.0,51.0,13.0,16.0,81.0,40.0,89.0,39.0,138.0,133.0,153.0,64.0,10.0,0.0,0.0,0.0
Nibong Tebal → Bukit Ketri,1.0,1.0,0.0,0.0,2.0,18.0,31.0,34.0,22.0,30.0,48.0,18.0,42.0,29.0,48.0,20.0,49.0,35.0,40.0,27.0,16.0,8.0,2.0,3.0
Nibong Tebal → Bukit Mertajam,22.0,8.0,11.0,3.0,6.0,335.0,1004.0,2708.0,960.0,299.0,524.0,216.0,420.0,236.0,454.0,324.0,444.0,347.0,531.0,304.0,95.0,5.0,5.0,3.0
Nibong Tebal → Bukit Tengah,7.0,3.0,7.0,1.0,0.0,39.0,252.0,407.0,113.0,104.0,161.0,107.0,165.0,91.0,171.0,195.0,154.0,190.0,226.0,179.0,34.0,1.0,4.0,0.0
Nibong Tebal → Butterworth,79.0,28.0,11.0,12.0,7.0,503.0,1359.0,2468.0,709.0,672.0,1121.0,602.0,724.0,455.0,706.0,565.0,525.0,524.0,890.0,575.0,103.0,22.0,19.0,3.0
Nibong Tebal → Gurun,2.0,2.0,1.0,1.0,3.0,34.0,86.0,96.0,86.0,74.0,65.0,89.0,68.0,65.0,79.0,92.0,94.0,146.0,95.0,109.0,25.0,1.0,6.0,0.0
Nibong Tebal → Ipoh,81.0,40.0,15.0,14.0,78.0,481.0,668.0,804.0,458.0,826.0,157.0,431.0,612.0,258.0,676.0,312.0,762.0,667.0,851.0,507.0,100.0,96.0,8.0,1.0
Nibong Tebal → Kamunting,10.0,1.0,1.0,1.0,0.0,41.0,137.0,349.0,124.0,103.0,34.0,49.0,116.0,60.0,167.0,71.0,184.0,371.0,316.0,103.0,5.0,0.0,0.0,4.0
Nibong Tebal → Kobah,9.0,10.0,2.0,2.0,1.0,42.0,73.0,93.0,35.0,97.0,71.0,66.0,86.0,106.0,90.0,112.0,98.0,112.0,130.0,55.0,29.0,1.0,3.0,0.0
Nibong Tebal → Kodiang,5.0,1.0,1.0,1.0,0.0,16.0,43.0,67.0,14.0,37.0,50.0,19.0,46.0,48.0,69.0,37.0,60.0,30.0,50.0,15.0,4.0,5.0,1.0,0.0
Nibong Tebal → Kuala Kangsar,3.0,2.0,2.0,0.0,2.0,51.0,213.0,150.0,73.0,215.0,26.0,43.0,72.0,45.0,72.0,55.0,117.0,159.0,115.0,199.0,19.0,7.0,0.0,2.0
Nibong Tebal → Nibong Tebal,2.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,1.0,8.0,4.0,8.0,2.0,2.0,2.0,0.0,2.0
Nibong Tebal → Padang Besar,106.0,49.0,8.0,18.0,57.0,1523.0,861.0,1235.0,692.0,408.0,318.0,105.0,138.0,82.0,98.0,37.0,62.0,29.0,47.0,16.0,5.0,8.0,5.0,0.0
Nibong Tebal → Padang Rengas,3.0,0.0,0.0,0.0,2.0,7.0,81.0,33.0,73.0,25.0,15.0,7.0,30.0,15.0,26.0,11.0,41.0,99.0,26.0,33.0,6.0,3.0,0.0,3.0
