od_pair,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Bukit Ketri → Sungai Petani,30.0,11.0,12.0,6.0,15.0,588.0,1283.0,1471.0,786.0,341.0,688.0,302.0,714.0,306.0,983.0,646.0,884.0,766.0,1017.0,587.0,277.0,546.0,57.0,40.0
Bukit Ketri → Sungai Siput,0.0,0.0,0.0,4.0,0.0,22.0,7.0,18.0,8.0,13.0,31.0,9.0,31.0,7.0,27.0,31.0,42.0,23.0,1.0,0.0,2.0,2.0,2.0,1.0
Bukit Ketri → Taiping,5.0,2.0,4.0,2.0,1.0,24.0,31.0,63.0,35.0,29.0,90.0,22.0,70.0,29.0,105.0,69.0,48.0,66.0,7.0,21.0,14.0,4.0,0.0,1.0
Bukit Ketri → Tasek Gelugor,20.0,13.0,4.0,4.0,69.0,309.0,480.0,526.0,365.0,144.0,456.0,124.0,532.0,183.0,628.0,402.0,613.0,595.0,714.0,486.0,225.0,622.0,3.0,68.0
Bukit Ketri → Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0
Bukit Mertajam → Alor Setar,194.0,82.0,37.0,36.0,125.0,939.0,3492.0,3344.0,3413.0,1592.0,2832.0,1610.0,2561.0,1567.0,2929.0,3091.0,3877.0,4134.0,4217.0,3058.0,1767.0,2138.0,696.0,82.0
Bukit Mertajam → Anak Bukit,79.0,40.0,25.0,14.0,124.0,458.0,1861.0,1810.0,1674.0,645.0,1188.0,670.0,1162.0,731.0,1625.0,1345.0,1972.0,2368.0,2657.0,1882.0,1155.0,1301.0,431.0,154.0
Bukit Mertajam → Arau,239.0,120.0,61.0,57.0,415.0,1204.0,2831.0,2626.0,2721.0,1454.0,2815.0,1217.0,2645.0,1260.0,3351.0,2391.0,3379.0,2779.0,3102.0,2381.0,1298.0,2012.0,46.0,484.0
Bukit Mertajam → Bagan Serai,7.0,6.0,3.0,1.0,4.0,58.0,214.0,381.0,201.0,305.0,102.0,173.0,283.0,227.0,303.0,380.0,679.0,931.0,1013.0,371.0,50.0,8.0,1.0,1.0
Bukit Mertajam → Bukit Ketri,20.0,9.0,4.0,8.0,31.0,126.0,398.0,425.0,377.0,197.0,333.0,112.0,323.0,153.0,448.0,334.0,484.0,471.0,695.0,694.0,279.0,599.0,5.0,100.0
Bukit Mertajam → Bukit Mertajam,4.0,3.0,2.0,2.0,0.0,2.0,62.0,24.0,16.0,12.0,16.0,14.0,17.0,16.0,16.0,20.0,16.0,15.0,16.0,13.0,19.0,13.0,1.0,10.0
Bukit Mertajam → Bukit Tengah,1.0,0.0,0.0,0.0,3.0,6.0,54.0,116.0,24.0,15.0,17.0,18.0,35.0,15.0,23.0,25.0,31.0,30.0,54.0,42.0,44.0,31.0,10.0,5.0
Bukit Mertajam → Butterworth,101.0,37.0,10.0,6.0,21.0,155.0,1746.0,3521.0,1755.0,1336.0,1250.0,805.0,1064.0,690.0,1030.0,724.0,1378.0,1027.0,1027.0,753.0,607.0,284.0,81.0,96.0
Bukit Mertajam → Gurun,55.0,26.0,15.0,7.0,34.0,95.0,820.0,1385.0,975.0,402.0,480.0,370.0,532.0,478.0,757.0,1019.0,1168.0,1687.0,1933.0,1236.0,494.0,419.0,316.0,8.0
Bukit Mertajam → Ipoh,378.0,154.0,71.0,56.0,284.0,1807.0,2115.0,1986.0,2507.0,1570.0,883.0,2075.0,1302.0,1543.0,1541.0,1669.0,1810.0,1690.0,1591.0,791.0,236.0,302.0,45.0,2.0
Bukit Mertajam → Kamunting,25.0,13.0,8.0,6.0,10.0,132.0,599.0,369.0,487.0,272.0,184.0,253.0,228.0,345.0,273.0,348.0,354.0,804.0,838.0,206.0,100.0,5.0,1.0,1.0
Bukit Mertajam → Kobah,49.0,18.0,16.0,11.0,52.0,186.0,942.0,952.0,910.0,400.0,537.0,369.0,558.0,434.0,789.0,1027.0,1336.0,1513.0,2042.0,1829.0,918.0,789.0,356.0,16.0
Bukit Mertajam → Kodiang,34.0,14.0,11.0,9.0,38.0,184.0,480.0,461.0,417.0,243.0,597.0,232.0,512.0,212.0,745.0,692.0,852.0,728.0,701.0,798.0,388.0,593.0,2.0,82.0
Bukit Mertajam → Kuala Kangsar,33.0,21.0,8.0,9.0,30.0,321.0,458.0,220.0,333.0,240.0,237.0,320.0,313.0,412.0,269.0,398.0,355.0,563.0,397.0,338.0,269.0,41.0,1.0,2.0
Bukit Mertajam → Nibong Tebal,34.0,18.0,10.0,1.0,7.0,164.0,704.0,654.0,198.0,314.0,104.0,216.0,393.0,285.0,411.0,466.0,1073.0,1413.0,1342.0,271.0,24.0,6.0,5.0,9.0
Bukit Mertajam → Padang Besar,920.0,274.0,195.0,244.0,2178.0,6398.0,7796.0,8301.0,7385.0,2953.0,4776.0,1476.0,2620.0,819.0,1872.0,804.0,825.0,545.0,413.0,359.0,223.0,239.0,24.0,57.0
Bukit Mertajam → Padang Rengas,7.0,1.0,0.0,4.0,18.0,57.0,267.0,152.0,108.0,116.0,66.0,82.0,65.0,82.0,103.0,118.0,101.0,217.0,165.0,160.0,154.0,14.0,0.0,0.0
Bukit Mertajam → Parit Buntar,22.0,11.0,5.0,3.0,21.0,42.0,662.0,657.0,404.0,472.0,143.0,361.0,661.0,371.0,451.0,454.0,826.0,762.0,1584.0,586.0,49.0,8.0,3.0,8.0
Bukit Mertajam → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,54.0,24.0,0.0,2.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukit Mertajam → Simpang Ampat,7.0,3.0,5.0,2.0,2.0,11.0,162.0,142.0,100.0,147.0,64.0,134.0,277.0,171.0,379.0,201.0,518.0,799.0,895.0,216.0,27.0,3.0,8.0,2.0
Bukit Mertajam → Sungai Petani,157.0,49.0,30.0,34.0,59.0,394.0,1949.0,3009.0,2729.0,1396.0,1789.0,1362.0,2123.0,1784.0,2451.0,3024.0,3510.0,6757.0,6276.0,2958.0,1362.0,1354.0,598.0,15.0
Bukit Mertajam → Sungai Siput,23.0,10.0,2.0,2.0,26.0,177.0,177.0,105.0,184.0,106.0,93.0,162.0,111.0,161.0,179.0,203.0,233.0,303.0,224.0,171.0,86.0,19.0,1.0,0.0
Bukit Mertajam → Taiping,83.0,30.0,19.0,11.0,57.0,491.0,1279.0,813.0,1183.0,801.0,654.0,915.0,721.0,952.0,715.0,888.0,900.0,1566.0,1445.0,499.0,195.0,15.0,8.0,3.0
Bukit Mertajam → Tasek Gelugor,38.0,6.0,6.0,4.0,17.0,39.0,313.0,785.0,1140.0,292.0,265.0,187.0,409.0,291.0,494.0,636.0,937.0,1509.0,1028.0,649.0,255.0,271.0,74.0,4.0
Bukit Mertajam → Unknown,0.0,0.0,0.0,0.0,1.0,13.0,16.0,21.0,7.0,2.0,15.0,2.0,12.0,6.0,11.0,5.0,16.0,10.0,15.0,8.0,3.0,0.0,3.0,2.0
Bukit Tengah → Alor Setar,61.0,36.0,34.0,33.0,144.0,398.0,2528.0,2479.0,2490.0,910.0,1448.0,926.0,1487.0,948.0,1779.0,1785.0,2699.0,3213.0,3991.0,3456.0,1850.0,1794.0,1085.0,109.0
Bukit Tengah → Anak Bukit,50.0,27.0,34.0,29.0,115.0,360.0,3018.0,2543.0,1896.0,674.0,1018.0,550.0,1032.0,618.0,1241.0,1201.0,1978.0,2409.0,4154.0,2996.0,2080.0,1538.0,607.0,187.0
Bukit Tengah → Arau,88.0,77.0,42.0,49.0,217.0,624.0,2181.0,2267.0,1953.0,1042.0,1775.0,680.0,1624.0,779.0,2026.0,1444.0,2395.0,2435.0,2864.0,2941.0,2006.0,2170.0,12.0,531.0
Bukit Tengah → Bagan Serai,7.0,2.0,0.0,0.0,2.0,81.0,140.0,94.0,109.0,86.0,47.0,139.0,101.0,192.0,106.0,197.0,179.0,250.0,434.0,283.0,30.0,4.0,0.0,2.0
Bukit Tengah → Bukit Ketri,18.0,9.0,10.0,18.0,76.0,154.0,913.0,1182.0,819.0,452.0,550.0,172.0,496.0,201.0,674.0,483.0,853.0,761.0,1337.0,1106.0,726.0,1013.0,7.0,181.0
Bukit Tengah → Bukit Mertajam,3.0,1.0,0.0,1.0,4.0,4.0,28.0,30.0,41.0,32.0,31.0,15.0,53.0,15.0,46.0,36.0,132.0,177.0,42.0,39.0,31.0,37.0,4.0,17.0
Bukit Tengah → Bukit Tengah,2.0,2.0,2.0,1.0,1.0,0.0,11.0,12.0,7.0,6.0,11.0,2.0,5.0,1.0,7.0,7.0,3.0,7.0,10.0,9.0,10.0,12.0,3.0,1.0
Bukit Tengah → Butterworth,23.0,7.0,5.0,0.0,4.0,5.0,128.0,266.0,151.0,142.0,181.0,117.0,236.0,108.0,187.0,107.0,174.0,187.0,174.0,100.0,97.0,33.0,6.0,10.0
Bukit Tengah → Gurun,13.0,22.0,7.0,8.0,16.0,62.0,826.0,701.0,499.0,286.0,389.0,257.0,421.0,313.0,560.0,675.0,1028.0,1290.0,1341.0,933.0,645.0,487.0,159.0,10.0
Bukit Tengah → Ipoh,92.0,42.0,22.0,14.0,64.0,575.0,733.0,466.0,756.0,389.0,231.0,789.0,459.0,645.0,572.0,667.0,616.0,701.0,849.0,364.0,186.0,142.0,6.0,6.0
Bukit Tengah → Kamunting,9.0,5.0,4.0,4.0,4.0,58.0,396.0,134.0,250.0,106.0,85.0,172.0,156.0,287.0,116.0,320.0,195.0,763.0,807.0,200.0,87.0,2.0,1.0,0.0
Bukit Tengah → Kobah,129.0,32.0,12.0,22.0,60.0,124.0,1069.0,1396.0,1009.0,564.0,686.0,378.0,625.0,478.0,752.0,873.0,1214.0,1721.0,2611.0,2725.0,1124.0,1092.0,584.0,25.0
Bukit Tengah → Kodiang,16.0,14.0,8.0,11.0,136.0,242.0,698.0,948.0,708.0,323.0,679.0,148.0,551.0,237.0,733.0,475.0,919.0,1017.0,1005.0,921.0,528.0,1094.0,6.0,126.0
Bukit Tengah → Kuala Kangsar,7.0,8.0,2.0,1.0,5.0,101.0,158.0,160.0,144.0,79.0,72.0,150.0,101.0,156.0,109.0,200.0,142.0,357.0,170.0,476.0,42.0,10.0,0.0,0.0
Bukit Tengah → Nibong Tebal,12.0,4.0,0.0,0.0,2.0,15.0,263.0,300.0,131.0,47.0,36.0,178.0,132.0,230.0,124.0,229.0,191.0,277.0,438.0,173.0,11.0,2.0,0.0,1.0
Bukit Tengah → Padang Besar,122.0,68.0,28.0,62.0,250.0,862.0,1501.0,1808.0,1772.0,671.0,1125.0,303.0,724.0,217.0,487.0,245.0,279.0,240.0,157.0,197.0,187.0,211.0,11.0,44.0
Bukit Tengah → Padang Rengas,1.0,0.0,0.0,2.0,5.0,10.0,39.0,19.0,92.0,19.0,21.0,52.0,27.0,60.0,23.0,61.0,38.0,91.0,76.0,82.0,10.0,0.0,0.0,0.0
Bukit Tengah → Parit Buntar,8.0,9.0,3.0,3.0,5.0,17.0,132.0,97.0,128.0,110.0,67.0,171.0,234.0,222.0,226.0,241.0,301.0,297.0,569.0,221.0,42.0,5.0,1.0,6.0
Bukit Tengah → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,37.0,18.0,0.0,2.0,7.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukit Tengah → Simpang Ampat,0.0,0.0,0.0,0.0,0.0,2.0,53.0,161.0,40.0,23.0,14.0,62.0,49.0,70.0,55.0,53.0,89.0,111.0,316.0,70.0,2.0,2.0,1.0,0.0
Bukit Tengah → Sungai Petani,21.0,17.0,11.0,10.0,42.0,165.0,922.0,1228.0,1063.0,563.0,774.0,549.0,902.0,644.0,1301.0,1259.0,1281.0,2108.0,2583.0,1683.0,668.0,656.0,250.0,9.0
Bukit Tengah → Sungai Siput,2.0,0.0,5.0,3.0,4.0,15.0,41.0,65.0,58.0,34.0,39.0,88.0,34.0,123.0,82.0,132.0,77.0,148.0,129.0,84.0,58.0,12.0,0.0,0.0
Bukit Tengah → Taiping,19.0,16.0,6.0,11.0,13.0,98.0,653.0,252.0,588.0,224.0,205.0,419.0,187.0,476.0,190.0,434.0,331.0,927.0,883.0,436.0,168.0,8.0,2.0,2.0
Bukit Tengah → Tasek Gelugor,6.0,3.0,1.0,1.0,6.0,8.0,161.0,219.0,409.0,120.0,114.0,83.0,159.0,125.0,271.0,209.0,204.0,348.0,504.0,428.0,77.0,128.0,24.0,3.0
Bukit Tengah → Unknown,0.0,0.0,0.0,0.0,1.0,5.0,11.0,7.0,4.0,1.0,2.0,4.0,6.0,2.0,1.0,5.0,3.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0
Butterworth → Alor Setar,258.0,120.0,61.0,56.0,375.0,734.0,3116.0,4183.0,4181.0,4116.0,4167.0,4603.0,4213.0,4570.0,5561.0,5882.0,6961.0,6442.0,6773.0,5101.0,4705.0,2232.0,1206.0,146.0
Butterworth → Anak Bukit,85.0,57.0,35.0,25.0,179.0,427.0,2031.0,1995.0,1382.0,1206.0,1322.0,1272.0,1431.0,1568.0,2202.0,2210.0,3034.0,3028.0,3351.0,2861.0,2251.0,1193.0,386.0,159.0
Butterworth → Arau,411.0,166.0,112.0,142.0,614.0,1233.0,3400.0,3717.0,3174.0,3379.0,3856.0,3257.0,4213.0,3420.0,5645.0,4224.0,5803.0,4642.0,5325.0,3429.0,3237.0,2071.0,57.0,639.0
Butterworth → Bagan Serai,15.0,15.0,12.0,6.0,31.0,186.0,422.0,552.0,455.0,210.0,190.0,368.0,279.0,473.0,328.0,656.0,490.0,854.0,1293.0,337.0,81.0,4.0,6.0,2.0
Butterworth → Bukit Ketri,15.0,14.0,10.0,11.0,97.0,136.0,562.0,569.0,456.0,400.0,460.0,286.0,453.0,339.0,670.0,582.0,821.0,727.0,953.0,955.0,605.0,466.0,3.0,186.0
Butterworth → Bukit Mertajam,27.0,24.0,9.0,17.0,138.0,379.0,922.0,1179.0,631.0,766.0,590.0,565.0,812.0,726.0,1427.0,1422.0,1919.0,2927.0,2882.0,1769.0,639.0,757.0,49.0,24.0
Butterworth → Bukit Tengah,10.0,3.0,4.0,4.0,38.0,101.0,160.0,117.0,89.0,76.0,73.0,69.0,109.0,103.0,190.0,202.0,228.0,447.0,523.0,235.0,123.0,120.0,7.0,13.0
Butterworth → Butterworth,2.0,1.0,1.0,0.0,2.0,1.0,30.0,17.0,6.0,7.0,18.0,19.0,18.0,14.0,20.0,10.0,10.0,13.0,9.0,10.0,16.0,16.0,0.0,8.0
Butterworth → Gurun,36.0,24.0,16.0,14.0,137.0,282.0,845.0,1102.0,799.0,755.0,710.0,800.0,779.0,950.0,1149.0,1437.0,1616.0,2204.0,2219.0,1408.0,1338.0,615.0,340.0,15.0
Butterworth → Ipoh,758.0,270.0,154.0,94.0,489.0,1329.0,2614.0,2556.0,5102.0,1961.0,2762.0,5219.0,2749.0,4230.0,2728.0,4116.0,3127.0,3699.0,3451.0,900.0,621.0,436.0,51.0,36.0
Butterworth → Kamunting,27.0,21.0,12.0,15.0,49.0,150.0,783.0,257.0,642.0,187.0,281.0,586.0,319.0,748.0,337.0,928.0,516.0,1066.0,1129.0,296.0,117.0,9.0,2.0,8.0
Butterworth → Kobah,30.0,32.0,11.0,17.0,151.0,232.0,1077.0,1142.0,834.0,808.0,815.0,901.0,746.0,925.0,1087.0,1279.0,1492.0,1762.0,2423.0,1862.0,1468.0,587.0,504.0,20.0
Butterworth → Kodiang,28.0,25.0,15.0,14.0,74.0,153.0,602.0,717.0,516.0,539.0,584.0,361.0,584.0,560.0,926.0,657.0,1093.0,947.0,1055.0,830.0,705.0,462.0,10.0,128.0
Butterworth → Kuala Kangsar,50.0,32.0,21.0,15.0,76.0,151.0,739.0,478.0,565.0,199.0,378.0,554.0,346.0,699.0,306.0,768.0,449.0,869.0,604.0,523.0,86.0,18.0,9.0,14.0
Butterworth → Nibong Tebal,12.0,18.0,10.0,6.0,90.0,246.0,707.0,604.0,374.0,206.0,170.0,359.0,347.0,499.0,417.0,862.0,928.0,1320.0,2060.0,367.0,47.0,8.0,2.0,10.0
Butterworth → Padang Besar,1217.0,381.0,210.0,358.0,3849.0,5852.0,8528.0,13301.0,9021.0,7172.0,7726.0,7974.0,8808.0,6459.0,7450.0,3283.0,3094.0,1794.0,1318.0,675.0,491.0,401.0,28.0,125.0
Butterworth → Padang Rengas,3.0,2.0,1.0,9.0,26.0,78.0,105.0,92.0,186.0,44.0,80.0,159.0,84.0,169.0,84.0,182.0,114.0,201.0,148.0,69.0,26.0,3.0,0.0,6.0
Butterworth → Parit Buntar,18.0,17.0,19.0,19.0,74.0,211.0,375.0,447.0,485.0,223.0,258.0,480.0,447.0,548.0,497.0,757.0,878.0,1347.0,2138.0,718.0,95.0,13.0,9.0,19.0
Butterworth → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,59.0,20.0,4.0,0.0,20.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0
Butterworth → Simpang Ampat,26.0,17.0,12.0,14.0,134.0,354.0,656.0,321.0,369.0,317.0,184.0,464.0,478.0,741.0,517.0,792.0,960.0,1475.0,3319.0,433.0,54.0,23.0,0.0,18.0
Butterworth → Sungai Petani,112.0,59.0,54.0,31.0,145.0,411.0,1750.0,2199.0,1958.0,1980.0,2060.0,2348.0,2499.0,3017.0,3682.0,4482.0,5267.0,6712.0,7002.0,4817.0,3277.0,2126.0,862.0,34.0
Butterworth → Sungai Siput,20.0,19.0,4.0,4.0,36.0,108.0,226.0,210.0,328.0,158.0,244.0,358.0,179.0,435.0,226.0,513.0,295.0,462.0,404.0,158.0,122.0,35.0,6.0,6.0
Butterworth → Taiping,160.0,73.0,46.0,50.0,243.0,740.0,1817.0,981.0,2234.0,779.0,1567.0,2414.0,1180.0,2672.0,1246.0,2645.0,1614.0,3263.0,3016.0,750.0,361.0,34.0,18.0,11.0
Butterworth → Tasek Gelugor,139.0,17.0,19.0,25.0,266.0,588.0,1194.0,942.0,572.0,628.0,410.0,553.0,599.0,837.0,1220.0,1475.0,1873.0,3448.0,3396.0,1957.0,1054.0,572.0,255.0,28.0
Butterworth → Unknown,0.0,0.0,0.0,0.0,2.0,9.0,22.0,19.0,11.0,7.0,9.0,14.0,8.0,9.0,18.0,13.0,23.0,18.0,16.0,11.0,4.0,4.0,0.0,1.0
Gurun → Alor Setar,57.0,41.0,11.0,5.0,12.0,280.0,1574.0,3586.0,2733.0,1597.0,1320.0,1782.0,863.0,1341.0,852.0,1805.0,1184.0,1258.0,906.0,660.0,375.0,254.0,224.0,8.0
Gurun → Anak Bukit,30.0,12.0,5.0,1.0,8.0,409.0,1346.0,3248.0,1281.0,381.0,310.0,402.0,283.0,364.0,374.0,714.0,660.0,788.0,869.0,519.0,361.0,157.0,91.0,15.0
Gurun → Arau,53.0,25.0,14.0,10.0,20.0,1266.0,2138.0,1658.0,1668.0,708.0,777.0,680.0,803.0,593.0,867.0,1436.0,1510.0,1333.0,1349.0,1284.0,733.0,418.0,213.0,58.0
Gurun → Bagan Serai,4.0,0.0,1.0,2.0,1.0,15.0,33.0,42.0,56.0,35.0,24.0,51.0,33.0,86.0,43.0,86.0,74.0,72.0,28.0,22.0,10.0,2.0,2.0,1.0
Gurun → Bukit Ketri,8.0,5.0,1.0,3.0,7.0,61.0,168.0,269.0,178.0,122.0,105.0,120.0,94.0,101.0,165.0,185.0,259.0,243.0,197.0,227.0,147.0,118.0,75.0,15.0
Gurun → Bukit Mertajam,88.0,53.0,20.0,29.0,38.0,216.0,1666.0,3275.0,1858.0,1047.0,614.0,746.0,469.0,557.0,467.0,795.0,773.0,987.0,1001.0,731.0,601.0,278.0,221.0,94.0
Gurun → Bukit Tengah,27.0,20.0,13.0,6.0,44.0,271.0,2864.0,2068.0,1014.0,496.0,263.0,367.0,252.0,369.0,254.0,495.0,439.0,591.0,546.0,631.0,514.0,174.0,247.0,58.0
Gurun → Butterworth,72.0,37.0,19.0,19.0,22.0,405.0,2735.0,2475.0,1962.0,1727.0,916.0,1278.0,827.0,1041.0,795.0,1422.0,1244.0,1241.0,861.0,797.0,623.0,250.0,204.0,50.0
Gurun → Gurun,0.0,1.0,1.0,0.0,0.0,0.0,14.0,11.0,6.0,0.0,2.0,1.0,2.0,2.0,3.0,6.0,5.0,2.0,10.0,7.0,1.0,3.0,4.0,0.0
Gurun → Ipoh,30.0,15.0,6.0,1.0,10.0,66.0,257.0,287.0,312.0,166.0,185.0,258.0,180.0,273.0,224.0,367.0,264.0,227.0,151.0,44.0,44.0,51.0,6.0,0.0
Gurun → Kamunting,1.0,0.0,2.0,2.0,2.0,3.0,34.0,28.0,54.0,21.0,32.0,55.0,29.0,54.0,23.0,99.0,61.0,59.0,56.0,12.0,11.0,2.0,4.0,0.0
Gurun → Kobah,0.0,1.0,1.0,0.0,1.0,6.0,101.0,122.0,94.0,63.0,42.0,132.0,85.0,180.0,85.0,213.0,122.0,129.0,104.0,98.0,56.0,35.0,34.0,1.0
Gurun → Kodiang,5.0,3.0,3.0,0.0,4.0,21.0,166.0,177.0,214.0,136.0,117.0,131.0,155.0,125.0,168.0,346.0,298.0,391.0,473.0,288.0,185.0,102.0,38.0,14.0
Gurun → Kuala Kangsar,6.0,5.0,4.0,4.0,3.0,31.0,71.0,66.0,77.0,40.0,48.0,92.0,51.0,99.0,53.0,143.0,82.0,132.0,43.0,36.0,19.0,0.0,2.0,0.0
Gurun → Nibong Tebal,1.0,1.0,0.0,0.0,1.0,39.0,60.0,92.0,126.0,44.0,29.0,89.0,59.0,82.0,81.0,146.0,142.0,96.0,147.0,57.0,21.0,1.0,0.0,0.0
Gurun → Padang Besar,95.0,11.0,15.0,8.0,21.0,706.0,1372.0,2133.0,3378.0,2692.0,1836.0,1734.0,1080.0,971.0,648.0,666.0,399.0,205.0,177.0,145.0,116.0,100.0,39.0,43.0
Gurun → Padang Rengas,0.0,0.0,0.0,0.0,0.0,0.0,42.0,10.0,21.0,1.0,15.0,8.0,11.0,13.0,4.0,15.0,14.0,15.0,3.0,4.0,4.0,0.0,0.0,0.0
Gurun → Parit Buntar,7.0,2.0,4.0,4.0,27.0,47.0,200.0,119.0,102.0,50.0,43.0,73.0,48.0,74.0,72.0,139.0,93.0,116.0,113.0,112.0,13.0,2.0,2.0,1.0
Gurun → Penalty,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Gurun → Simpang Ampat,2.0,0.0,1.0,1.0,2.0,25.0,61.0,190.0,82.0,53.0,35.0,71.0,56.0,61.0,69.0,115.0,114.0,90.0,119.0,20.0,6.0,2.0,2.0,0.0
Gurun → Sungai Petani,42.0,36.0,13.0,4.0,9.0,114.0,1375.0,2263.0,1798.0,1989.0,648.0,1320.0,463.0,1005.0,563.0,1169.0,1012.0,893.0,856.0,514.0,532.0,137.0,314.0,70.0
Gurun → Sungai Siput,0.0,4.0,0.0,0.0,0.0,6.0,18.0,18.0,26.0,4.0,19.0,23.0,11.0,19.0,34.0,67.0,16.0,33.0,23.0,6.0,8.0,5.0,3.0,1.0
Gurun → Taiping,8.0,2.0,1.0,4.0,5.0,34.0,112.0,91.0,147.0,66.0,68.0,114.0,45.0,148.0,66.0,224.0,145.0,164.0,134.0,29.0,17.0,7.0,0.0,0.0
Gurun → Tasek Gelugor,23.0,12.0,3.0,5.0,3.0,176.0,826.0,1313.0,462.0,310.0,233.0,283.0,172.0,322.0,282.0,589.0,678.0,770.0,553.0,318.0,289.0,133.0,117.0,73.0
Gurun → Unknown,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,2.0,0.0,0.0,2.0,0.0
Ipoh → Alor Setar,169.0,68.0,40.0,65.0,275.0,353.0,398.0,530.0,875.0,449.0,766.0,560.0,819.0,530.0,864.0,439.0,913.0,732.0,212.0,62.0,151.0,32.0,52.0,4.0
Ipoh → Anak Bukit,44.0,32.0,26.0,51.0,146.0,117.0,252.0,385.0,491.0,237.0,475.0,348.0,541.0,410.0,654.0,272.0,677.0,461.0,168.0,27.0,113.0,22.0,29.0,13.0
Ipoh → Arau,225.0,107.0,74.0,122.0,479.0,534.0,667.0,860.0,1400.0,897.0,1458.0,973.0,1490.0,707.0,1559.0,547.0,1337.0,796.0,473.0,25.0,182.0,175.0,14.0,37.0
Ipoh → Bagan Serai,73.0,41.0,17.0,16.0,60.0,376.0,464.0,524.0,614.0,288.0,562.0,386.0,752.0,352.0,979.0,395.0,1189.0,1010.0,760.0,547.0,56.0,13.0,10.0,1.0
Ipoh → Bukit Ketri,18.0,11.0,7.0,4.0,43.0,19.0,59.0,64.0,96.0,51.0,101.0,54.0,126.0,81.0,141.0,60.0,118.0,84.0,43.0,5.0,36.0,32.0,0.0,6.0
Ipoh → Bukit Mertajam,326.0,149.0,68.0,83.0,446.0,1081.0,1150.0,1261.0,2073.0,924.0,1982.0,1169.0,2003.0,1168.0,2531.0,1013.0,2925.0,2278.0,1778.0,507.0,440.0,45.0,36.0,2.0
Ipoh → Bukit Tengah,86.0,30.0,25.0,49.0,180.0,412.0,805.0,574.0,603.0,234.0,536.0,313.0,584.0,325.0,696.0,346.0,857.0,731.0,424.0,156.0,120.0,19.0,4.0,8.0
Ipoh → Butterworth,1157.0,460.0,173.0,227.0,1181.0,2296.0,2061.0,2377.0,5138.0,2298.0,4745.0,2867.0,4382.0,2126.0,4093.0,1985.0,3705.0,3341.0,1862.0,774.0,457.0,60.0,57.0,28.0
Ipoh → Gurun,39.0,23.0,15.0,17.0,80.0,84.0,143.0,174.0,265.0,162.0,232.0,215.0,326.0,212.0,414.0,212.0,395.0,320.0,81.0,39.0,47.0,10.0,26.0,5.0
Ipoh → Ipoh,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,2.0,4.0,1.0,0.0,0.0
Ipoh → Kamunting,79.0,29.0,8.0,24.0,222.0,724.0,555.0,644.0,713.0,453.0,742.0,528.0,848.0,735.0,1174.0,745.0,1281.0,1728.0,1674.0,426.0,32.0,9.0,8.0,2.0
Ipoh → Kobah,38.0,22.0,17.0,9.0,94.0,107.0,129.0,164.0,296.0,101.0,219.0,220.0,245.0,178.0,288.0,158.0,298.0,270.0,96.0,33.0,75.0,4.0,26.0,4.0
Ipoh → Kodiang,11.0,4.0,11.0,10.0,27.0,35.0,58.0,106.0,125.0,60.0,116.0,84.0,165.0,77.0,175.0,70.0,151.0,129.0,60.0,1.0,27.0,17.0,3.0,11.0
Ipoh → Kuala Kangsar,109.0,64.0,31.0,43.0,108.0,611.0,1001.0,677.0,1285.0,893.0,1059.0,734.0,1209.0,861.0,1261.0,999.0,1828.0,3305.0,2188.0,408.0,24.0,20.0,25.0,5.0
Ipoh → Nibong Tebal,87.0,30.0,10.0,23.0,184.0,339.0,398.0,745.0,493.0,289.0,576.0,305.0,615.0,303.0,824.0,325.0,1042.0,705.0,602.0,125.0,147.0,9.0,7.0,0.0
Ipoh → Padang Besar,354.0,103.0,85.0,241.0,2713.0,1735.0,570.0,441.0,1226.0,550.0,452.0,210.0,408.0,130.0,228.0,78.0,179.0,132.0,49.0,21.0,31.0,42.0,8.0,14.0
Ipoh → Padang Rengas,8.0,9.0,6.0,2.0,15.0,131.0,160.0,165.0,147.0,74.0,149.0,139.0,200.0,154.0,249.0,135.0,380.0,317.0,355.0,81.0,3.0,0.0,3.0,0.0
